FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
737.29600,-0.22254,-0.08715,-0.19985,-1.45857,-0.02723,0.48821,0.46635,0.93200,0.82844,1.16673,0.60092,0.15681,0.82919,0.89258,0.76590,1.15484,0.53879,0.94734,-0.33514,-0.05709,0.95822
737.30000,1.16836,0.84663,0.58902,-0.19182,1.33411,1.10620,0.60514,0.93200,0.54473,0.96830,1.82729,0.58446,1.35070,1.01689,0.61917,1.15484,0.40927,1.35923,1.42877,1.37017,0.54519
737.30400,0.82063,0.84663,0.85197,1.79878,0.65344,0.79721,0.32756,0.69384,0.33194,0.76988,0.60092,0.72702,0.82919,0.64395,0.32573,0.71067,0.02072,0.94734,1.42877,1.37017,0.40752
737.30800,-0.57027,-0.39842,-0.72575,-0.19182,-1.38856,0.02472,-0.36642,0.13813,0.19009,0.43918,-0.62545,0.29936,-0.21382,-0.10194,-0.11444,0.08883,-0.10879,-0.01373,-0.77612,0.29972,0.40752
737.31200,-1.26572,-1.02094,-0.98871,-0.55375,-1.38856,-0.43877,-0.78280,-0.17941,-0.02270,0.04233,-0.42105,-0.41340,-0.73532,-0.59920,-0.40789,-0.44417,-0.23831,-0.70021,-1.21710,-0.05709,0.26984
737.31600,0.12518,-0.70968,0.85197,0.17011,-0.02723,-0.12978,-0.50521,-0.25880,-0.23548,-0.28837,0.19213,-0.55595,-0.21382,-0.84783,-0.40789,-0.71067,-0.49734,-0.97480,0.10583,0.65654,-0.14318
737.32000,0.47291,-0.39842,1.11493,-0.01086,-0.02723,-0.12978,-0.36642,-0.33819,-0.37734,-0.55294,-0.01226,-0.69850,-0.47457,-1.09646,-0.55461,-1.06600,-0.75638,-1.38669,0.54681,1.01336,-0.14318
737.32400,-0.57027,-1.02094,-0.46280,-0.73471,-2.06922,-0.90227,-0.92160,-0.73512,-0.44826,-0.75136,-1.03424,-0.98361,-0.99608,-1.46940,-0.99479,-1.51017,-1.27444,-2.34776,-0.77612,-0.41391,-0.14318
737.32800,-1.26572,-1.64346,-1.77757,-1.27760,-1.38856,-1.21126,-1.19919,-0.97328,-0.66105,-0.94979,-2.05622,-1.55382,-1.51758,-1.71803,-1.14151,-1.77667,-1.66299,-2.48505,-1.21710,-0.77072,-0.28086
737.33200,-0.57027,-1.02094,0.06311,-0.37278,-0.70789,-0.90227,-0.92160,-0.89390,-0.87383,-1.14821,-0.42105,-1.55382,-1.25683,-1.34508,-1.14151,-1.59901,-2.05154,-1.93587,0.10583,0.29972,-0.55621
737.33600,0.12518,-0.08715,1.37788,-0.01086,-0.02723,-0.59327,-0.64401,-0.73512,-0.94476,-1.08207,0.80532,-0.69850,-0.99608,-0.97214,-1.43496,-1.24367,-1.92202,-1.38669,0.98779,0.65654,-0.69388
737.34000,-0.91800,-1.02094,-0.19985,-1.27760,-1.38856,-1.05676,-1.19919,-0.97328,-0.87383,-1.01593,-1.23863,-0.84106,-1.51758,-1.09646,-1.72840,-1.42134,-1.92202,-1.66128,-0.77612,-0.05709,-0.55621
737.34400,-1.96117,-1.95473,-0.72575,-2.90627,-2.06922,-1.21126,-1.33798,-1.05267,-0.87383,-1.01593,-1.85182,-1.41126,-2.03909,-1.22077,-1.72840,-1.33250,-2.31057,-1.79858,-1.65808,-1.12754,-0.41853
737.34800,-0.91800,-1.02094,0.32606,-0.73471,-0.70789,-0.74777,-0.92160,-0.73512,-0.80290,-0.94979,-0.62545,-0.55595,-1.77833,-0.22625,-1.58168,-0.97717,-1.92202,-1.24939,-0.77612,-0.41391,-0.55621
737.35200,-0.22254,-0.39842,1.11493,1.07492,0.65344,-0.28428,-0.36642,-0.41758,-0.59012,-0.68522,-0.01226,0.58446,-0.73532,0.27101,-0.99479,-0.53300,-1.14492,-0.42562,0.10583,0.29972,-0.55621
737.35600,-0.91800,-0.39842,0.06311,-0.37278,0.65344,-0.43877,-0.08883,-0.41758,-0.30641,-0.42066,-0.21666,0.58446,-0.47457,0.27101,-0.70134,-0.53300,-1.40396,-0.42562,-0.77612,-0.77072,-0.28086
737.36000,-1.26572,-0.70968,-0.98871,-0.73471,-0.02723,-1.05676,-0.36642,-0.49696,-0.16455,-0.35452,-0.82984,0.01426,-0.47457,0.39532,-0.70134,-0.53300,-1.27444,-0.42562,-2.09906,-1.84117,-0.14318
737.36400,0.47291,0.22411,0.32606,-0.19182,0.65344,-0.43877,-0.22762,-0.33819,-0.16455,-0.35452,0.19213,0.44191,0.30769,0.89258,-0.26117,-0.17767,-0.75638,-0.01373,-0.33514,-0.77072,-0.41853
737.36800,1.51608,1.46916,1.64083,0.89396,2.69544,0.33372,0.04997,-0.17941,-0.37734,-0.42066,1.41850,0.72702,1.08995,1.26552,-0.26117,0.00000,-0.36783,0.53545,0.98779,-0.05709,-0.83156
737.37200,1.51608,1.46916,1.11493,0.89396,1.33411,0.17922,-0.36642,-0.33819,-0.66105,-0.55294,1.21411,1.15467,1.08995,1.26552,-0.55461,-0.08883,-0.36783,0.94734,0.54681,-0.41391,-0.96923
737.37600,0.47291,1.15790,-0.19985,0.35107,-0.70789,-0.12978,-1.19919,-0.65574,-1.01569,-0.81750,0.39653,1.01212,1.08995,1.14121,-0.99479,-0.26650,-0.36783,0.53545,-0.77612,-1.48435,-0.96923
737.38000,0.82063,1.46916,0.32606,0.89396,-0.02723,0.02472,-1.47678,-0.81451,-1.65404,-1.21435,1.21411,1.15467,1.35070,1.01689,-1.14151,-0.35533,-0.10879,0.53545,0.10583,-1.12754,-1.38225
737.38400,2.55926,2.40294,2.42970,0.71300,0.65344,0.79721,-1.47678,-0.81451,-2.07960,-1.54505,2.23608,2.00998,1.61145,1.26552,-1.28823,-0.44417,0.53879,0.81005,1.86975,0.29972,-1.93295
737.38800,2.21154,2.40294,2.16674,0.35107,0.65344,0.79721,-1.75436,-1.05267,-2.36331,-1.80962,1.82729,1.86743,1.87221,1.14121,-1.28823,-0.79950,1.05685,0.26086,1.42877,-0.05709,-2.07063
737.39200,0.82063,2.09168,0.85197,1.97974,-0.70789,0.33372,-2.44834,-1.37022,-2.57610,-2.00804,1.62290,1.72488,1.87221,0.51964,-1.58168,-1.15484,0.92734,0.26086,0.54681,-1.12754,-2.07063
737.39600,1.51608,2.40294,0.85197,1.79878,-0.70789,0.64271,-2.58713,-1.37022,-2.64702,-2.20647,2.03169,2.72274,2.13296,0.76826,-1.58168,-1.15484,1.44540,0.53545,0.98779,-0.41391,-2.20830
