FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
734.96000,0.63665,0.44466,0.43128,-0.02308,0.03696,-0.21617,0.16494,0.29574,0.29865,0.31083,-0.50298,-0.51468,-0.36498,-0.16348,0.02032,0.11923,-0.02840,-0.03495,-0.47081,-0.60434,0.37025
734.96400,0.74890,0.39523,0.78594,0.16509,0.13030,-0.00235,0.27004,0.41231,0.31791,0.31083,-0.50298,-0.27227,-0.36498,-0.06071,-0.00744,0.18637,-0.02840,0.05199,-0.15298,-0.34519,0.33798
734.96800,0.80502,0.44466,1.02239,0.22782,0.31698,0.10455,0.37514,0.49974,0.31791,0.34873,-0.45787,-0.22379,-0.32945,0.04207,0.02032,0.25351,-0.05066,0.13894,0.05890,-0.08604,0.37025
734.97200,0.63665,0.34580,0.54950,-0.02308,0.22364,-0.00235,0.30507,0.47060,0.35645,0.40557,-0.50298,-0.32076,-0.32945,-0.02645,0.04809,0.23113,0.03838,0.07373,-0.36487,-0.25880,0.46703
734.97600,0.41216,0.19752,0.19483,-0.27398,-0.05638,-0.10926,0.19997,0.38317,0.37572,0.40557,-0.45787,-0.46620,-0.40051,-0.09496,-0.00744,0.20875,-0.00614,0.00852,-0.57676,-0.51795,0.49930
734.98000,0.46828,0.19752,0.31305,-0.08581,-0.05638,0.05110,0.23500,0.44146,0.33718,0.38663,-0.45787,-0.41772,-0.43604,-0.09496,-0.00744,0.23113,-0.05066,0.05199,-0.25893,-0.25880,0.43477
734.98400,0.63665,0.24695,0.78594,-0.27398,0.22364,0.31837,0.37514,0.55803,0.37572,0.44347,-0.59322,-0.22379,-0.36498,0.00781,0.07586,0.32064,0.01612,0.13894,-0.04704,0.08673,0.46703
734.98800,0.52441,0.14809,0.19483,-0.21126,0.13030,0.21146,0.37514,0.49974,0.43352,0.46242,-0.68346,-0.32076,-0.36498,-0.02645,0.07586,0.27589,-0.02840,0.07373,-0.15298,-0.08604,0.53156
734.99200,0.24380,-0.00020,-0.27806,0.29054,-0.14971,-0.00235,0.27004,0.44146,0.45279,0.46242,-0.72858,-0.51468,-0.43604,-0.09496,0.07586,0.23113,-0.07292,-0.01322,-0.47081,-0.25880,0.56382
734.99600,0.24380,-0.09906,-0.27806,0.03964,-0.05638,0.10455,0.30507,0.44146,0.41425,0.42452,-0.77370,-0.56316,-0.43604,-0.19774,0.07586,0.20875,-0.07292,0.00852,-0.25893,-0.08604,0.53156
735.00000,0.29992,-0.04963,-0.04161,0.22782,0.13030,0.21146,0.37514,0.49974,0.39499,0.38663,-0.81882,-0.66013,-0.47157,-0.26626,0.07586,0.20875,-0.09518,-0.01322,0.05890,0.17311,0.49930
735.00400,0.13155,-0.14848,-0.04161,0.10237,0.03696,0.15801,0.34011,0.47060,0.39499,0.42452,-0.90905,-0.95102,-0.50711,-0.26626,0.04809,0.16399,-0.13970,-0.12190,-0.04704,0.17311,0.53156
735.00800,-0.20518,-0.49448,-0.63273,-0.58761,-0.24305,-0.21617,0.23500,0.35403,0.41425,0.42452,-1.13465,-1.19343,-0.57817,-0.47181,0.02032,0.05210,-0.16196,-0.16537,-0.57676,-0.17242,0.56382
735.01200,-0.37355,-0.69220,-0.75095,-0.71306,-0.24305,-0.37653,0.23500,0.35403,0.41425,0.38663,-1.08953,-1.43584,-0.57817,-0.60884,0.02032,0.02972,-0.18422,-0.20884,-0.57676,-0.08604,0.53156
735.01600,-0.42967,-0.84049,-0.27806,-0.77578,0.03696,-0.32307,0.37514,0.41231,0.43352,0.38663,-0.90905,-1.43584,-0.50711,-0.54032,0.07586,0.07448,-0.16196,-0.20884,-0.47081,0.17311,0.49930
735.02000,-0.71028,-1.08763,-0.63273,-1.08940,0.03696,-0.48343,0.44521,0.44146,0.47206,0.46242,-0.99929,-1.58128,-0.47157,-0.57458,0.10362,0.09686,-0.16196,-0.16537,-0.78864,0.00035,0.53156
735.02400,-1.10314,-1.58192,-1.10562,-1.77938,-0.05638,-0.85760,0.41017,0.41231,0.54913,0.53821,-1.08953,-1.72673,-0.43604,-0.64310,0.13139,0.07448,-0.13970,-0.23057,-1.63619,-0.34519,0.66061
735.02800,-1.38375,-2.07620,-0.98740,-2.53207,0.03696,-1.07142,0.44521,0.41231,0.58766,0.51926,-0.99929,-1.92065,-0.36498,-0.67736,0.21469,0.07448,-0.09518,-0.18710,-2.16591,-0.51795,0.69287
735.03200,-1.49600,-2.47163,-0.27806,-3.03387,0.31698,-0.96451,0.62037,0.52888,0.60693,0.53821,-0.68346,-1.87217,-0.22285,-0.60884,0.32575,0.14161,0.01612,-0.05669,-2.16591,-0.34519,0.66061
735.03600,-1.83273,-2.86706,-0.04161,-2.46935,0.50365,-0.96451,0.69044,0.58717,0.70327,0.59506,-0.50298,-1.43584,-0.08073,-0.47181,0.43681,0.20875,0.17194,0.05199,-2.48374,-0.25880,0.72513
735.04000,-2.16946,-3.16363,-0.75095,-2.53207,0.31698,-1.12487,0.69044,0.49974,0.79960,0.65190,-0.54810,-1.53280,0.06140,-0.43755,0.54788,0.23113,0.28324,0.11720,-2.90751,-0.51795,0.85418
735.04400,-2.11334,-3.01535,-1.10562,-2.78297,0.41032,-1.12487,0.69044,0.44146,0.83814,0.68980,-0.45787,-1.43584,0.23906,-0.40329,0.65894,0.25351,0.46132,0.20414,-2.90751,-0.43157,0.88645
735.04800,-1.83273,-2.52106,-0.39628,-2.21845,0.69033,-0.91106,0.83057,0.44146,0.85741,0.70875,0.08356,-0.90254,0.48778,-0.30052,0.79777,0.32064,0.70618,0.42150,-2.37779,-0.08604,0.78966
735.05200,-1.32763,-2.02677,0.31305,-2.03028,0.78367,-0.75070,0.97071,0.41231,0.89594,0.76560,0.26404,-0.46620,0.70097,-0.23200,0.96437,0.41016,0.90652,0.61713,-1.95402,0.00035,0.78966
735.05600,-1.10314,-1.43363,-0.39628,-1.77938,0.69033,-0.75070,0.90064,0.35403,0.91521,0.80349,-0.05180,-0.22379,0.84309,-0.19774,0.99213,0.43254,1.01782,0.68233,-1.95402,-0.17242,0.82192
735.06000,-0.65416,-0.84049,-0.63273,-1.46575,0.69033,-0.59034,0.79554,0.35403,0.89594,0.82244,0.44451,0.11558,0.98522,-0.02645,0.99213,0.49967,1.17364,0.81275,-1.63619,-0.17242,0.85418
735.06400,0.07543,-0.09906,-0.15984,-0.77578,0.87701,-0.16271,0.86561,0.47060,0.85741,0.84139,0.80546,0.50343,1.12734,0.21336,1.04767,0.61157,1.35172,1.03011,-0.78864,0.25949,0.82192
735.06800,0.74890,0.54352,0.31305,-0.14853,0.97035,0.21146,0.83057,0.55803,0.81887,0.86034,0.89570,0.89129,1.16288,0.45317,1.04767,0.74584,1.46302,1.22573,0.05890,0.60503,0.78966
735.07200,1.08563,0.98838,0.07661,-0.02308,0.59699,0.37182,0.65541,0.52888,0.78034,0.84139,0.98594,1.08522,1.09181,0.59020,0.96437,0.76822,1.41850,1.22573,0.37673,0.69141,0.82192
735.07600,1.47848,1.33438,-0.39628,-0.21126,0.31698,0.42527,0.44521,0.44146,0.70327,0.78454,0.80546,1.08522,0.98522,0.59020,0.85330,0.74584,1.30720,1.16053,0.80051,0.60503,0.78966
735.08000,2.15195,1.77924,0.31305,0.54144,0.22364,0.42527,0.34011,0.38317,0.58766,0.67085,0.76034,1.23066,0.87862,0.62446,0.74224,0.74584,1.30720,1.20400,1.43617,0.77779,0.62835
735.08400,2.71317,2.22409,1.02239,1.35686,0.22364,0.53218,0.23500,0.32488,0.47206,0.57611,0.71522,1.52155,0.77203,0.65872,0.60341,0.72346,1.26268,1.24747,2.07183,0.95056,0.46703
735.08800,2.88154,2.42181,0.90417,1.04324,-0.05638,0.42527,-0.01023,0.15003,0.29865,0.48137,0.85058,1.32762,0.52331,0.55595,0.32575,0.58919,1.01782,1.09532,2.17777,0.77779,0.33798
735.09200,2.82542,2.52067,0.31305,1.04324,-0.42973,0.21146,-0.36056,-0.02483,0.14451,0.32978,0.76034,1.23066,0.23906,0.45317,0.04809,0.47729,0.81748,0.96490,1.96588,0.43226,0.24120
735.09600,2.93766,2.66895,0.66772,1.35686,-0.61641,0.37182,-0.57077,-0.08312,-0.04817,0.19714,0.48963,1.57003,-0.00966,0.52169,-0.20180,0.41016,0.63940,0.92143,2.17777,0.51864,0.04762
735.10000,3.16215,2.96552,1.61350,1.85866,-0.70975,0.74599,-0.67587,-0.05397,-0.22158,0.10240,0.08356,1.61852,-0.25839,0.59020,-0.39617,0.38778,0.46132,0.85622,2.81343,0.86418,-0.08143
735.10400,2.99379,2.96552,1.02239,2.10956,-0.98976,0.85290,-0.88607,-0.11226,-0.35645,0.00766,-0.23227,1.47307,-0.54264,0.52169,-0.61829,0.32064,0.23872,0.70407,2.81343,0.69141,-0.17822
735.10800,2.76930,2.81724,0.07661,2.04683,-1.36312,0.90635,-1.13130,-0.19969,-0.45279,-0.08709,-0.14203,1.57003,-0.79136,0.52169,-0.81266,0.18637,0.01612,0.46498,2.70749,0.51864,-0.21048
735.11200,2.76930,2.91610,0.07661,2.54863,-1.45645,1.12017,-1.23640,-0.19969,-0.58766,-0.23868,-0.45787,1.61852,-1.00455,0.55595,-0.95149,0.09686,-0.18422,0.26935,3.02532,0.69141,-0.30727
735.11600,2.93766,3.11381,0.78594,2.67408,-1.45645,1.49434,-1.27144,-0.14140,-0.72253,-0.35237,-0.59322,1.76396,-1.14667,0.52169,-1.09032,0.00734,-0.38456,0.13894,3.55503,1.03694,-0.46858
735.12000,2.82542,3.11381,0.78594,2.54863,-1.73647,1.60125,-1.37654,-0.22883,-0.83814,-0.48501,-0.72858,1.66700,-1.39539,0.45317,-1.22915,-0.12693,-0.58490,-0.05669,3.76692,1.03694,-0.56537
735.12400,2.60093,2.86667,-0.15984,2.98771,-2.01649,1.28053,-1.55170,-0.40369,-0.91521,-0.59870,-1.17977,1.37611,-1.71518,0.24762,-1.39574,-0.35072,-0.89654,-0.40446,3.34315,0.60503,-0.62990
735.12800,2.43256,2.66895,-0.15984,2.92498,-2.20316,1.12017,-1.65680,-0.52026,-1.06935,-0.76923,-1.45048,1.13370,-1.96390,0.00781,-1.56234,-0.55213,-1.23044,-0.68703,3.23720,0.43226,-0.82347
735.13200,2.37644,2.47124,0.31305,2.54863,-2.20316,0.95981,-1.65680,-0.63683,-1.20422,-0.97767,-1.40536,0.79433,-2.10602,-0.19774,-1.70117,-0.73116,-1.47530,-0.94786,3.23720,0.34588,-1.08157
735.13600,2.32032,2.22409,0.54950,2.29773,-2.29650,0.63909,-1.69184,-0.84083,-1.31983,-1.12925,-1.72119,0.40647,-2.28368,-0.47181,-1.84000,-0.95495,-1.65338,-1.23043,3.02532,0.00035,-1.27515
735.14000,1.87134,1.68038,0.07661,1.41959,-2.57652,-0.00235,-1.90204,-1.13226,-1.45470,-1.31874,-2.12726,-0.22379,-2.53240,-0.84865,-2.03436,-1.24587,-1.89824,-1.55647,2.17777,-0.69072,-1.43646
735.14400,1.64685,1.28495,-0.04161,0.85506,-2.57652,-0.48343,-2.04217,-1.33626,-1.55104,-1.47033,-2.21750,-0.51468,-2.60347,-1.19124,-2.11766,-1.49204,-2.09858,-1.86077,1.64805,-1.29540,-1.59777
735.14800,1.75910,1.08723,1.02239,0.66689,-2.38984,-0.64379,-2.00714,-1.42369,-1.62811,-1.58402,-2.17238,-0.66013,-2.63900,-1.36253,-2.20095,-1.60393,-2.23214,-2.03466,1.64805,-1.29540,-1.79135
735.15200,1.70297,0.84009,1.25884,0.29054,-2.29650,-0.96451,-1.97210,-1.51112,-1.70518,-1.64086,-1.99190,-0.95102,-2.67453,-1.60234,-2.33978,-1.73820,-2.38796,-2.14334,1.43617,-1.64093,-1.92040
735.15600,1.42236,0.54352,0.66772,-0.21126,-2.29650,-1.39214,-2.04217,-1.62769,-1.66664,-1.64086,-1.81143,-1.24191,-2.74559,-1.80789,-2.36755,-1.87247,-2.56604,-2.36070,0.80051,-2.07285,-1.85587
735.16000,1.19787,0.19752,0.54950,-0.71306,-2.38984,-1.65940,-2.11224,-1.71512,-1.66664,-1.69771,-1.85655,-1.53280,-2.81665,-1.94492,-2.42308,-2.00675,-2.67734,-2.55632,0.37673,-2.33199,-1.85587
735.16400,1.08563,-0.04963,1.14061,-1.21485,-2.38984,-1.65940,-2.00714,-1.68597,-1.70518,-1.73561,-1.99190,-1.53280,-2.81665,-2.01344,-2.42308,-2.05150,-2.81090,-2.59979,0.37673,-2.33199,-1.92040
735.16800,1.02951,-0.09906,1.37706,-1.15213,-2.10982,-1.55250,-1.79694,-1.59855,-1.64738,-1.71666,-1.85655,-1.53280,-2.67453,-2.01344,-2.31202,-2.02913,-2.85542,-2.64326,0.48268,-2.07285,-1.88814
735.17200,0.74890,-0.29677,0.66772,-0.65033,-2.29650,-1.76631,-1.79694,-1.65683,-1.58957,-1.67876,-2.03702,-1.72673,-2.71006,-2.11621,-2.28425,-2.09626,-2.85542,-2.70847,0.16485,-2.33199,-1.79135
735.17600,0.29992,-0.54391,0.07661,-1.21485,-2.38984,-1.98012,-1.83197,-1.71512,-1.57031,-1.69771,-2.35286,-1.96914,-2.71006,-2.25325,-2.25649,-2.18578,-2.94446,-2.81715,-0.25893,-2.50476,-1.72682
735.18000,0.24380,-0.54391,0.07661,-1.08940,-2.20316,-1.87322,-1.69184,-1.65683,-1.53177,-1.71666,-2.44309,-2.06610,-2.60347,-2.21899,-2.14542,-2.14102,-2.87768,-2.83889,-0.04704,-2.24561,-1.72682
735.18400,0.13155,-0.54391,0.54950,-0.77578,-1.92315,-1.65940,-1.48164,-1.54026,-1.45470,-1.64086,-2.21750,-1.77521,-2.39028,-2.08196,-1.97883,-2.05150,-2.74412,-2.73021,0.16485,-1.90008,-1.66230
735.18800,-0.14906,-0.64277,-0.04161,-1.02668,-1.92315,-1.65940,-1.41157,-1.51112,-1.33910,-1.52717,-2.21750,-1.62976,-2.17709,-2.04770,-1.81223,-2.00675,-2.61056,-2.59979,-0.04704,-1.98646,-1.53325
735.19200,-0.37355,-0.69220,-1.22384,-1.08940,-1.92315,-1.76631,-1.37654,-1.54026,-1.24276,-1.47033,-2.39797,-1.67825,-2.07049,-2.01344,-1.70117,-1.96199,-2.47700,-2.51285,-0.25893,-2.07285,-1.43646
735.19600,-0.37355,-0.59334,-0.86917,-0.90123,-1.64313,-1.55250,-1.20137,-1.39454,-1.14642,-1.39453,-1.90167,-1.43584,-1.78624,-1.80789,-1.47904,-1.80534,-2.27666,-2.31722,0.05890,-1.72731,-1.37194
735.20000,-0.37355,-0.49448,-0.51451,-0.52488,-1.36312,-1.28523,-0.99117,-1.21969,-1.06935,-1.29979,-1.49560,-1.14495,-1.57305,-1.60234,-1.28468,-1.64869,-2.12084,-2.09987,0.48268,-1.38178,-1.30741
735.20400,-0.54192,-0.54391,-1.10562,-0.52488,-1.26978,-1.23178,-0.92110,-1.19054,-0.99228,-1.22400,-1.40536,-0.99950,-1.39539,-1.56808,-1.17361,-1.58155,-2.07632,-2.03466,0.37673,-1.29540,-1.24288
735.20800,-0.87865,-0.64277,-1.69673,-0.83850,-1.36312,-1.39214,-0.92110,-1.19054,-0.91521,-1.18610,-1.27000,-1.04798,-1.25327,-1.53382,-1.06255,-1.55917,-1.89824,-1.99119,0.05890,-1.46817,-1.11383
735.21200,-0.93477,-0.69220,-1.46029,-0.90123,-1.36312,-1.39214,-0.88607,-1.19054,-0.91521,-1.18610,-1.22489,-1.24191,-1.14667,-1.49956,-0.97925,-1.51441,-1.72016,-1.92598,0.16485,-1.29540,-1.11383
735.21600,-0.87865,-0.64277,-0.75095,-1.08940,-0.89642,-1.12487,-0.71090,-1.07397,-0.87667,-1.16715,-1.22489,-1.09646,-0.93348,-1.46530,-0.84042,-1.42490,-1.63112,-1.75209,0.37673,-0.94987,-1.11383
735.22000,-0.87865,-0.69220,-0.75095,-0.96395,-0.61641,-1.17832,-0.60580,-1.04483,-0.81887,-1.11031,-0.99929,-1.04798,-0.72030,-1.39679,-0.70159,-1.38014,-1.51982,-1.64341,0.27079,-1.03625,-1.04931
735.22400,-1.10314,-0.84049,-1.22384,-0.65033,-0.61641,-1.44559,-0.64083,-1.10312,-0.76107,-1.07241,-0.77370,-1.29039,-0.57817,-1.39679,-0.61829,-1.40252,-1.43078,-1.66515,-0.25893,-1.29540,-0.95252
735.22800,-1.10314,-0.93934,-0.98740,-1.02668,-0.33639,-1.49904,-0.57077,-1.10312,-0.72253,-1.05346,-0.50298,-1.24191,-0.36498,-1.36253,-0.47946,-1.35776,-1.27496,-1.59994,-0.36487,-1.29540,-0.92026
735.23200,-0.93477,-0.79106,-0.04161,-0.90123,0.03696,-1.33868,-0.39560,-0.98654,-0.70327,-1.03451,-0.09692,-1.09646,-0.11626,-1.22549,-0.36840,-1.26825,-1.11914,-1.49126,-0.15298,-0.94987,-0.92026
735.23600,-0.87865,-0.74163,0.07661,-0.96395,0.13030,-1.33868,-0.29050,-0.95740,-0.68400,-0.99662,0.03844,-1.04798,0.02587,-1.22549,-0.28510,-1.22349,-1.03010,-1.38258,-0.15298,-1.03625,-0.92026
735.24000,-0.99089,-0.88991,-0.51451,-1.21485,0.13030,-1.44559,-0.32553,-0.98654,-0.62620,-0.95872,-0.09692,-1.14495,0.09693,-1.19124,-0.25734,-1.20111,-0.96332,-1.33911,-0.57676,-1.29540,-0.79121
735.24400,-0.99089,-0.88991,-0.75095,-1.21485,0.22364,-1.49904,-0.32553,-0.95740,-0.62620,-0.95872,0.39939,-1.14495,0.16799,-1.12272,-0.22957,-1.15635,-0.91880,-1.31737,-0.68270,-1.29540,-0.75895
735.24800,-0.71028,-0.69220,0.31305,-1.02668,0.50365,-1.17832,-0.22043,-0.84083,-0.60693,-0.92082,0.85058,-0.80557,0.27459,-0.98568,-0.17404,-1.04446,-0.76298,-1.16522,-0.25893,-0.94987,-0.75895
735.25200,-0.59804,-0.59334,0.54950,-0.77578,0.59699,-0.96451,-0.11533,-0.75340,-0.58766,-0.82608,0.89570,-0.70861,0.34565,-0.84865,-0.11851,-0.95495,-0.65168,-1.03480,-0.04704,-0.69072,-0.69442
735.25600,-0.76641,-0.64277,-0.15984,-0.90123,0.50365,-1.07142,-0.18540,-0.78254,-0.54913,-0.78818,1.07617,-0.80557,0.38118,-0.88291,-0.09074,-0.97732,-0.62942,-1.01307,-0.47081,-0.77710,-0.59763
735.26000,-0.82253,-0.69220,-0.15984,-1.02668,0.41032,-1.17832,-0.25546,-0.81169,-0.54913,-0.78818,0.80546,-0.85405,0.38118,-0.95143,-0.09074,-0.97732,-0.58490,-1.01307,-0.57676,-0.94987,-0.56537
735.26400,-0.65416,-0.59334,0.31305,-0.83850,0.50365,-1.01796,-0.22043,-0.78254,-0.58766,-0.80713,0.76034,-0.85405,0.41671,-0.88291,-0.11851,-0.91019,-0.54038,-0.90439,-0.36487,-0.69072,-0.62990
735.26800,-0.48579,-0.54391,0.78594,-0.77578,0.69033,-0.85760,-0.15036,-0.69512,-0.58766,-0.78818,0.98594,-0.56316,0.48778,-0.81439,-0.11851,-0.84305,-0.38456,-0.79571,-0.15298,-0.43157,-0.59763
735.27200,-0.59804,-0.59334,0.43128,-1.40303,0.59699,-0.91106,-0.15036,-0.72426,-0.52986,-0.73134,0.98594,-0.75709,0.52331,-0.84865,-0.09074,-0.84305,-0.38456,-0.79571,-0.47081,-0.60434,-0.50084
735.27600,-0.65416,-0.69220,-0.04161,-1.27758,0.50365,-1.12487,-0.22043,-0.78254,-0.52986,-0.73134,0.98594,-1.09646,0.52331,-0.91717,-0.09074,-0.86543,-0.34004,-0.79571,-0.68270,-0.86348,-0.46858
735.28000,-0.54192,-0.69220,0.43128,-0.58761,0.69033,-1.07142,-0.15036,-0.72426,-0.52986,-0.73134,1.07617,-0.90254,0.55884,-0.88291,-0.03521,-0.82067,-0.27326,-0.68703,-0.57676,-0.69072,-0.50084
735.28400,-0.42967,-0.59334,1.14061,-0.77578,0.87701,-0.85760,-0.04526,-0.60769,-0.49132,-0.69344,1.21153,-0.85405,0.66543,-0.84865,0.02032,-0.73116,-0.20648,-0.60009,-0.36487,-0.34519,-0.50084
735.28800,-0.48579,-0.64277,0.78594,-0.83850,0.87701,-0.96451,-0.04526,-0.60769,-0.43352,-0.61765,1.16641,-0.95102,0.70097,-0.84865,0.07586,-0.70878,-0.13970,-0.60009,-0.57676,-0.43157,-0.40406
735.29200,-0.59804,-0.74163,0.19483,-1.21485,0.69033,-1.17832,-0.08030,-0.63683,-0.39499,-0.56080,0.98594,-0.99950,0.70097,-0.88291,0.07586,-0.68640,-0.13970,-0.62182,-1.00053,-0.77710,-0.33953
735.29600,-0.48579,-0.74163,0.43128,-1.15213,0.87701,-1.07142,-0.01023,-0.57854,-0.35645,-0.54185,1.12129,-0.95102,0.77203,-0.84865,0.13139,-0.61926,-0.07292,-0.53488,-0.78864,-0.60434,-0.33953
735.30000,-0.31743,-0.64277,0.78594,-0.83850,1.06369,-0.91106,0.09487,-0.49112,-0.33718,-0.50395,1.21153,-0.99950,0.87862,-0.78013,0.21469,-0.55213,0.01612,-0.36099,-0.57676,-0.34519,-0.33953
735.30400,-0.31743,-0.59334,1.02239,-0.96395,1.15702,-0.85760,0.12990,-0.43283,-0.26011,-0.42816,1.43712,-1.04798,0.87862,-0.78013,0.24245,-0.50737,0.08290,-0.36099,-0.78864,-0.34519,-0.27501
735.30800,-0.54192,-0.69220,0.66772,-1.15213,0.97035,-0.96451,0.05984,-0.49112,-0.22158,-0.39026,1.30177,-1.14495,0.84309,-0.81439,0.24245,-0.52975,0.08290,-0.42620,-1.10647,-0.60434,-0.17822
735.31200,-0.48579,-0.74163,0.54950,-1.21485,1.06369,-0.96451,0.05984,-0.43283,-0.22158,-0.39026,1.43712,-1.19343,0.87862,-0.81439,0.27022,-0.50737,0.10516,-0.40446,-1.10647,-0.60434,-0.17822
735.31600,-0.31743,-0.64277,1.49528,-0.90123,1.25036,-0.75070,0.16494,-0.34540,-0.22158,-0.37131,1.39201,-1.09646,0.91416,-0.71162,0.27022,-0.41786,0.14968,-0.31752,-0.78864,-0.25880,-0.21048
735.32000,-0.37355,-0.64277,1.37706,-0.96395,1.15702,-0.75070,0.16494,-0.31626,-0.22158,-0.33342,1.12129,-1.09646,0.84309,-0.71162,0.27022,-0.39548,0.14968,-0.29578,-0.89459,-0.25880,-0.21048
735.32400,-0.59804,-0.79106,0.78594,-1.27758,0.97035,-0.96451,0.02480,-0.37454,-0.20231,-0.29552,1.12129,-1.19343,0.77203,-0.78013,0.21469,-0.41786,0.10516,-0.33925,-1.31836,-0.60434,-0.14596
735.32800,-0.65416,-0.84049,0.78594,-1.34030,0.97035,-1.01796,-0.04526,-0.40369,-0.24084,-0.31447,1.07617,-1.24191,0.73650,-0.81439,0.18692,-0.41786,0.10516,-0.33925,-1.31836,-0.60434,-0.17822
735.33200,-0.48579,-0.74163,1.25884,-1.34030,1.06369,-0.75070,0.02480,-0.34540,-0.27938,-0.33342,1.03105,-1.04798,0.73650,-0.71162,0.15915,-0.35072,0.21646,-0.25231,-1.00053,-0.25880,-0.24274
735.33600,-0.31743,-0.59334,1.37706,-1.46575,1.06369,-0.64379,0.02480,-0.28712,-0.27938,-0.31447,1.03105,-0.99950,0.70097,-0.64310,0.10362,-0.30596,0.17194,-0.16537,-0.78864,-0.17242,-0.24274
735.34000,-0.31743,-0.54391,0.78594,-0.83850,0.78367,-0.75070,-0.08030,-0.34540,-0.27938,-0.27657,0.89570,-0.95102,0.62990,-0.60884,0.07586,-0.32834,0.12742,-0.16537,-0.89459,-0.34519,-0.17822
735.34400,-0.26131,-0.34620,0.66772,-0.52488,0.69033,-0.59034,-0.15036,-0.31626,-0.27938,-0.25762,0.76034,-0.80557,0.62990,-0.50607,0.04809,-0.30596,0.17194,-0.14363,-0.68270,-0.25880,-0.14596
735.34800,0.07543,-0.00020,1.14061,-0.14853,0.78367,-0.16271,-0.08030,-0.14140,-0.26011,-0.21973,0.89570,-0.51468,0.62990,-0.30052,0.10362,-0.14931,0.19420,0.03026,0.05890,0.17311,-0.14596
