FP1,FP2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T3,T4,T5,T6,A1,A2,FZ,CZ,PZ
732.96800,-0.47476,-0.83243,0.47101,-0.41687,1.01444,-1.09704,0.27241,-0.77165,-0.05332,0.00039,0.65668,-0.85095,0.24401,-1.08261,0.03850,-0.10032,-0.47861,-0.14672,-0.56663,-0.14006,-0.50988
732.97200,-0.82906,-0.83243,-0.35243,-1.58638,0.51324,-1.23513,0.03091,-0.77165,0.00087,0.09896,0.18709,-1.04365,0.15809,-0.86815,-0.03912,-0.19184,-0.39178,-0.65903,-1.14247,-0.51257,-0.29011
732.97600,-1.00621,-1.02060,-0.97001,-2.10617,0.34617,-1.37323,-0.13009,-0.69618,0.05505,0.09896,-0.09467,-1.23634,0.15809,-0.86815,-0.03912,-0.19184,-0.30495,-0.65903,-1.43039,-0.88508,-0.07033
732.98000,-0.29761,-0.64427,0.47101,0.36281,0.51324,-0.82084,0.19191,-0.31880,0.10923,0.14825,0.28101,-0.27286,0.15809,-0.43922,0.03850,0.08274,-0.39178,-0.14672,-0.27871,0.04619,-0.07033
732.98400,0.05669,-0.07978,1.50030,0.49276,0.68030,-0.13036,0.35291,-0.01691,0.10923,0.19753,0.37493,0.69062,0.15809,0.20417,0.03850,0.26580,-0.47861,-0.14672,0.29713,0.41870,0.00293
732.98800,-0.65191,-0.45611,0.26515,-0.02703,0.34617,-0.26846,0.19191,-0.01691,0.16342,0.24682,0.37493,-0.65825,-0.01375,-0.22476,-0.03912,0.08274,-0.56544,-0.55657,-0.56663,0.04619,0.22271
732.99200,-0.82906,-0.64427,-0.35243,-0.02703,-0.15504,-0.54465,-0.04959,-0.01691,0.21760,0.29610,-0.18859,-1.23634,-0.18559,-0.86815,-0.11674,-0.10032,-0.73910,-0.65903,-1.14247,-0.14006,0.36923
732.99600,-0.29761,-0.26794,-0.14657,0.23286,0.01203,0.00773,0.11141,0.28499,0.21760,0.24682,-0.65819,-0.65825,-0.18559,-1.08261,-0.03912,0.08274,-0.82593,-0.35165,-0.27871,0.41870,0.29597
733.00000,0.05669,0.10838,0.47101,0.88259,0.34617,0.69821,0.35291,0.66236,0.21760,0.34538,-0.84603,-0.27286,-0.09967,-0.43922,0.03850,0.35733,-0.39178,-0.14672,0.87298,1.16371,0.36923
733.00400,-0.47476,0.10838,-0.14657,0.49276,0.01203,0.69821,0.27241,0.58689,0.27178,0.44395,-0.00075,0.30523,-0.18559,-0.22476,-0.03912,0.26580,-0.56544,-0.35165,0.29713,0.79120,0.51575
733.00800,-0.47476,-0.26794,-1.17587,0.23286,-0.32211,0.42202,0.03091,0.43594,0.32596,0.39467,-0.00075,-0.08016,-0.35742,-0.65368,-0.11674,0.08274,-0.82593,-0.55657,-0.56663,0.23244,0.51575
733.01200,-0.12046,-0.26794,-0.35243,0.62270,-0.15504,0.69821,-0.04959,0.51141,0.16342,0.24682,-0.18859,0.11253,-0.35742,-0.43922,-0.19435,0.08274,-0.73910,-0.55657,0.29713,0.60495,0.36923
733.01600,0.23384,0.29655,0.26515,0.62270,0.17910,1.11250,0.19191,0.58689,0.16342,0.24682,0.18709,0.11253,-0.09967,-0.01029,-0.11674,0.35733,-0.56544,-0.24919,1.16090,1.16371,0.29597
733.02000,0.05669,0.29655,-0.35243,-0.41687,0.17910,0.97441,0.19191,0.58689,0.21760,0.29610,-0.28251,0.11253,-0.27150,0.20417,-0.03912,0.35733,-0.47861,-0.24919,0.58505,0.79120,0.36923
733.02400,-0.82906,-0.26794,-1.17587,-0.80671,-0.15504,0.56012,-0.04959,0.36047,0.21760,0.29610,0.09317,0.30523,-0.27150,0.20417,-0.11674,0.26580,-0.56544,-0.24919,-0.56663,0.04619,0.44249
733.02800,-0.29761,-0.07978,0.05929,1.01254,-0.15504,0.56012,0.03091,0.51141,0.27178,0.29610,0.09317,-0.08016,-0.18559,0.63310,-0.03912,0.44886,-0.30495,0.05820,-0.27871,0.23244,0.36923
733.03200,0.23384,0.10838,1.29445,0.88259,0.34617,1.11250,0.27241,0.73784,0.21760,0.34538,-0.18859,0.88332,-0.01375,1.49095,0.03850,0.72344,-0.21812,0.26312,0.58505,0.79120,0.22271
733.03600,0.05669,0.29655,0.67687,0.75265,0.34617,1.11250,0.43341,0.81331,0.21760,0.39467,-0.18859,0.88332,0.07217,1.49095,0.11611,0.81497,-0.21812,0.57050,0.29713,0.60495,0.36923
733.04000,-0.47476,-0.26794,-0.55829,0.23286,0.17910,0.56012,0.35291,0.58689,0.38015,0.39467,-0.28251,0.11253,-0.01375,1.06202,0.19373,0.54039,-0.30495,0.26312,-0.56663,0.04619,0.51575
733.04400,-0.82906,-0.45611,-0.76415,-0.02703,0.17910,0.56012,0.35291,0.58689,0.32596,0.29610,0.09317,0.49793,0.07217,0.63310,0.19373,0.44886,-0.21812,0.16066,-0.85455,-0.14006,0.44249
733.04800,-0.47476,-0.07978,0.26515,0.62270,0.51324,0.97441,0.67491,0.73784,0.27178,0.29610,0.37493,0.69062,0.24401,0.63310,0.34896,0.44886,0.12920,0.36558,0.29713,0.60495,0.36923
733.05200,-0.29761,0.10838,0.47101,0.62270,0.68030,1.11250,0.83591,0.81331,0.38015,0.34538,-0.00075,1.26871,0.15809,0.41863,0.42658,0.44886,0.12920,0.26312,0.29713,0.60495,0.36923
733.05600,-0.47476,-0.26794,-0.76415,-0.02703,0.17910,0.69821,0.75541,0.58689,0.48851,0.39467,-0.65819,0.69062,-0.01375,-0.01029,0.42658,0.17427,-0.04446,-0.04426,-0.56663,-0.14006,0.51575
733.06000,-0.65191,-0.26794,-0.97001,-0.15697,0.17910,0.42202,0.67491,0.51141,0.43433,0.34538,-0.56427,-1.04365,0.07217,-0.43922,0.58181,0.08274,-0.13129,-0.14672,-0.85455,-0.32632,0.51575
733.06400,-0.12046,0.29655,0.26515,0.62270,0.68030,0.83631,0.91641,0.58689,0.43433,0.24682,0.18709,-0.27286,0.24401,0.20417,0.73705,0.26580,0.04237,0.16066,0.29713,0.41870,0.36923
733.06800,0.05669,0.10838,0.47101,0.10292,0.68030,0.97441,0.91641,0.51141,0.48851,0.29610,0.09317,0.30523,0.24401,0.63310,0.58181,0.26580,0.38970,0.05820,0.58505,0.41870,0.22271
733.07200,-0.47476,-0.07978,-0.97001,-1.19654,0.34617,0.28393,0.67491,0.20952,0.48851,0.24682,0.28101,-0.08016,0.07217,-0.22476,0.50420,-0.00879,0.30287,-0.35165,-0.56663,-0.51257,0.22271
733.07600,-0.65191,-0.26794,-1.38173,-0.02703,0.17910,-0.26846,0.43341,-0.09238,0.38015,0.14825,-0.00075,-0.65825,-0.01375,-0.43922,0.42658,-0.19184,0.04237,-0.35165,-1.14247,-1.07133,0.07619
733.08000,-0.29761,-0.07978,0.67687,0.75265,0.51324,-0.13036,0.59441,0.05857,0.32596,0.09896,-0.37643,-0.08016,-0.01375,-0.22476,0.42658,-0.00879,0.12920,-0.04426,-0.27871,-0.51257,-0.21685
733.08400,0.41099,0.29655,1.29445,0.49276,0.68030,0.28393,0.67491,0.13404,0.32596,0.14825,-0.00075,0.69062,0.15809,0.41863,0.58181,0.08274,0.21603,0.16066,0.29713,-0.51257,-0.36337
733.08800,-0.12046,0.10838,0.05929,0.36281,0.51324,-0.13036,0.51391,-0.09238,0.32596,0.14825,-0.00075,0.49793,0.15809,0.20417,0.50420,-0.00879,0.04237,-0.14672,-0.56663,-1.25758,-0.43663
733.09200,-0.47476,-0.07978,-0.55829,-0.41687,0.17910,-0.68275,0.27241,-0.31880,0.32596,0.00039,-0.18859,-0.08016,0.07217,-0.22476,0.42658,-0.28337,0.12920,-0.55657,-1.14247,-2.00260,-0.50988
733.09600,0.05669,0.29655,0.26515,0.23286,0.51324,-0.40656,0.27241,-0.24333,0.16342,-0.09817,-0.28251,-0.08016,0.15809,-0.22476,0.42658,-0.19184,0.21603,-0.35165,-0.27871,-1.63009,-0.72966
733.10000,0.94243,0.67287,1.50030,0.62270,0.84737,-0.13036,0.43341,-0.09238,0.05505,-0.09817,-0.18859,0.49793,0.24401,-0.01029,0.50420,-0.10032,0.21603,-0.14672,0.58505,-1.25758,-0.87618
733.10400,0.94243,0.86104,0.67687,0.23286,0.51324,-0.40656,0.27241,-0.24333,0.05505,-0.09817,0.18709,-0.46556,0.24401,-0.65368,0.42658,-0.28337,0.12920,-0.35165,0.00921,-1.81634,-0.87618
733.10800,0.41099,0.67287,-0.35243,-0.15697,0.17910,-0.82084,-0.04959,-0.54523,-0.05332,-0.19674,0.28101,-0.27286,0.24401,-1.08261,0.27135,-0.55796,-0.21812,-0.65903,-0.85455,-2.37510,-0.87618
733.11200,0.94243,1.04920,0.47101,0.10292,0.17910,-0.68275,-0.13009,-0.54523,-0.21586,-0.29531,0.65668,0.30523,0.24401,-0.65368,0.19373,-0.37490,-0.04446,-0.55657,0.00921,-2.00260,-1.09596
733.11600,1.47388,1.80185,1.50030,0.49276,0.68030,-0.13036,0.03091,-0.31880,-0.27005,-0.24603,0.56276,0.88332,0.32993,-0.22476,0.19373,-0.10032,0.21603,0.05820,0.87298,-1.44384,-1.31574
733.12000,1.47388,1.61369,0.88273,-0.67676,0.51324,-0.26846,-0.13009,-0.46975,-0.21586,-0.19674,0.09317,1.07602,0.24401,-0.01029,0.19373,-0.10032,0.04237,0.26312,0.58505,-1.63009,-1.31574
733.12400,0.94243,1.23736,-0.14657,0.10292,0.01203,-0.68275,-0.53259,-0.69618,-0.21586,-0.24603,0.28101,1.26871,0.15809,0.41863,0.11611,-0.28337,0.04237,0.05820,0.00921,-2.37510,-1.31574
733.12800,1.29673,1.61369,1.08859,1.27243,0.01203,-0.54465,-0.53259,-0.62070,-0.21586,-0.29531,0.28101,1.07602,0.24401,0.84756,0.19373,-0.10032,0.21603,0.16066,0.58505,-2.00260,-1.46226
733.13200,1.82818,2.17818,1.91202,0.88259,0.17910,0.00773,-0.45209,-0.46975,-0.27005,-0.34459,0.65668,1.26871,0.41585,1.27649,0.27135,0.17427,0.30287,0.46804,1.73674,-1.25758,-1.53552
733.13600,1.82818,2.17818,1.50030,1.27243,0.01203,0.14583,-0.45209,-0.46975,-0.21586,-0.24603,0.75060,2.42489,0.41585,1.91988,0.34896,0.17427,0.12920,0.46804,1.44882,-1.25758,-1.53552
733.14000,1.47388,1.61369,0.47101,0.62270,-0.32211,-0.26846,-0.69358,-0.62070,-0.05332,-0.24603,0.37493,1.65411,0.32993,1.70541,0.27135,-0.00879,0.30287,0.26312,0.58505,-1.81634,-1.38900
733.14400,1.47388,1.61369,0.26515,0.75265,-0.48918,-0.40656,-0.93508,-0.69618,-0.10750,-0.34459,0.56276,2.03950,0.24401,1.70541,0.19373,-0.00879,0.38970,0.36558,0.58505,-1.63009,-1.38900
733.14800,2.18248,2.17818,1.08859,1.27243,-0.15504,0.14583,-0.77408,-0.54523,-0.21586,-0.44316,0.56276,3.00298,0.32993,1.91988,0.19373,0.08274,0.12920,0.57050,1.73674,-0.69882,-1.46226
733.15200,2.00533,2.17818,1.08859,1.14249,-0.32211,0.14583,-0.77408,-0.69618,-0.32423,-0.59102,0.09317,1.84680,0.15809,1.49095,0.03850,-0.10032,0.21603,0.57050,1.73674,-0.51257,-1.46226
733.15600,1.11958,1.61369,-0.14657,0.62270,-0.82332,-0.54465,-1.25708,-1.07355,-0.59515,-0.78815,-0.37643,1.46141,-0.18559,0.63310,-0.34958,-0.64949,-0.13129,-0.24919,0.87298,-1.07133,-1.38900
733.16000,0.94243,1.23736,-0.55829,0.49276,-0.99039,-0.68275,-1.49858,-1.37545,-0.97443,-1.13314,-0.47035,1.65411,-0.44334,0.20417,-0.73767,-0.92408,-0.30495,-0.45411,0.58505,-1.07133,-1.38900
733.16400,1.29673,1.61369,0.47101,1.01254,-0.82332,-0.26846,-1.57908,-1.37545,-1.51626,-1.47813,-0.09467,0.88332,-0.52926,-0.22476,-0.97052,-1.10713,-0.47861,-0.14672,1.73674,-0.32632,-1.60877
733.16800,1.47388,1.80185,1.08859,0.49276,-0.99039,0.00773,-1.82058,-1.60187,-1.89554,-1.72455,-0.09467,0.88332,-0.78702,-0.65368,-1.35860,-1.29019,-0.73910,-0.35165,2.02466,0.04619,-1.75529
733.17200,1.11958,1.61369,-0.14657,-0.41687,-1.65866,-0.54465,-2.22308,-1.97924,-2.16645,-1.97097,-0.47035,0.30523,-1.04478,-1.08261,-1.59145,-1.74784,-0.91276,-0.65903,1.44882,-0.51257,-1.75529
733.17600,0.76528,1.23736,-1.17587,0.88259,-1.82573,-0.95894,-2.54508,-2.28114,-2.38318,-2.31596,-0.75211,-0.08016,-1.30254,-1.29707,-1.90191,-2.11395,-1.08642,-0.96641,0.87298,-0.88508,-1.97507
733.18000,1.29673,1.61369,-0.35243,1.40238,-1.65866,-0.54465,-2.54508,-2.28114,-2.54573,-2.51310,-0.47035,0.88332,-1.38846,-1.29707,-2.13476,-2.20548,-1.08642,-1.06888,2.02466,-0.32632,-2.19485
733.18400,1.65103,2.36634,0.88273,1.53232,-1.49159,0.00773,-2.38408,-2.13019,-2.59991,-2.46381,-0.37643,1.46141,-1.30254,-0.43922,-2.05715,-1.93089,-1.17326,-0.65903,2.60050,0.23244,-2.19485
733.18800,1.47388,2.36634,-0.14657,1.53232,-1.82573,-0.13036,-2.46458,-2.28114,-2.49155,-2.31596,-0.75211,1.07602,-1.38846,-0.65368,-1.97953,-2.02242,-0.99959,-0.76149,2.02466,0.04619,-2.04833
733.19200,1.29673,1.99002,-1.38173,0.88259,-2.15987,-0.40656,-2.62558,-2.43209,-2.38318,-2.36525,-1.22170,0.69062,-1.56029,-0.86815,-2.13476,-2.20548,-0.99959,-0.86395,1.44882,-0.32632,-1.90181
733.19600,1.29673,1.99002,-0.55829,1.40238,-1.99280,0.14583,-2.46458,-2.20566,-2.49155,-2.51310,-0.84603,1.46141,-1.56029,-0.43922,-2.21238,-2.11395,-1.34692,-0.96641,2.02466,0.23244,-1.90181
733.20000,1.65103,2.17818,0.05929,1.79222,-1.82573,0.83631,-2.22308,-1.90377,-2.49155,-2.51310,-0.28251,2.42489,-1.56029,0.20417,-2.13476,-1.93089,-1.17326,-0.96641,2.88842,0.97746,-1.82855
733.20400,0.94243,1.42553,-0.55829,1.40238,-2.15987,0.56012,-2.22308,-1.90377,-2.43737,-2.41453,-0.84603,1.65411,-1.64621,-0.43922,-2.21238,-2.20548,-1.08642,-1.06888,1.73674,0.79120,-1.46226
733.20800,0.05669,0.67287,-1.79345,0.75265,-2.49401,0.14583,-2.46458,-1.90377,-2.38318,-2.46381,-1.69130,-0.08016,-1.90397,-1.51154,-2.36761,-2.48007,-1.08642,-1.99103,0.87298,0.41870,-1.16922
733.21200,-0.12046,0.48471,-1.38173,0.75265,-2.32694,0.42202,-2.22308,-1.60187,-2.32900,-2.41453,-2.06698,-1.04365,-1.81805,-1.72600,-2.21238,-2.57160,-0.73910,-2.40087,0.87298,0.79120,-0.94944
733.21600,-0.12046,0.29655,-0.35243,1.01254,-1.65866,0.83631,-1.65958,-1.14902,-2.11227,-2.16811,-1.59738,-0.85095,-1.56029,-1.72600,-1.90191,-2.29701,0.04237,-2.09349,1.44882,1.53622,-0.65640
733.22000,-0.65191,-0.26794,-0.55829,-0.15697,-1.65866,0.83631,-1.49858,-0.92260,-1.78717,-1.82312,-1.22170,-1.23634,-1.38846,-1.94047,-1.66906,-2.11395,0.65019,-2.50333,0.87298,1.53622,-0.29011
733.22400,-1.53765,-1.02060,-1.79345,-0.93665,-1.82573,0.42202,-1.49858,-0.77165,-1.51626,-1.57670,-1.50346,-2.00713,-1.38846,-2.58386,-1.59145,-2.20548,0.65019,-2.81072,-0.56663,0.79120,0.07619
733.22800,-1.36051,-1.02060,-1.99931,0.88259,-1.65866,0.83631,-1.17658,-0.39428,-1.24534,-1.33028,-1.50346,-1.42904,-1.47437,-1.72600,-1.51383,-1.74784,0.12920,-2.09349,0.00921,1.16371,0.36923
733.23200,-0.82906,-0.45611,-1.17587,1.27243,-1.32452,1.52679,-0.93508,0.05857,-1.13697,-1.08386,-1.50346,-0.27286,-1.56029,-0.86815,-1.59145,-1.19866,-0.82593,-1.27380,0.87298,1.90872,0.51575
733.23600,-1.18336,-0.26794,-0.55829,1.01254,-1.32452,1.66489,-0.77408,0.28499,-1.02861,-0.88672,-1.40954,0.11253,-1.73213,-0.43922,-1.66906,-1.01560,-1.34692,-1.17134,0.87298,2.09498,0.66226
733.24000,-1.53765,-0.64427,-1.79345,0.88259,-1.82573,1.25060,-0.85458,0.28499,-0.86606,-0.68958,-1.78522,-0.46556,-1.98989,-0.22476,-1.82430,-1.01560,-1.78107,-1.27380,-0.27871,1.34996,0.95530
733.24400,-1.18336,-0.64427,-1.99931,0.75265,-1.65866,1.52679,-0.77408,0.51141,-0.70351,-0.59102,-1.69130,0.11253,-1.98989,0.20417,-1.66906,-0.83255,-2.21522,-0.96641,0.00921,1.53622,1.02856
733.24800,-0.82906,-0.07978,-0.97001,1.53232,-1.32452,2.21727,-0.37159,0.88879,-0.59515,-0.44316,-1.03386,1.46141,-1.73213,0.84756,-1.51383,-0.37490,-2.04156,-0.45411,1.16090,2.46748,1.10182
733.25200,-1.00621,-0.07978,-0.76415,1.40238,-1.15745,2.21727,-0.13009,1.03974,-0.48678,-0.24603,-1.50346,0.49793,-1.64621,0.63310,-1.28098,-0.19184,-1.95473,-0.55657,1.16090,2.28123,1.17508
733.25600,-1.36051,-0.45611,-1.58759,0.88259,-1.32452,1.66489,-0.29109,0.96426,-0.32423,-0.09817,-2.06698,-0.08016,-1.73213,-0.01029,-1.28098,-0.19184,-2.04156,-0.76149,0.00921,1.53622,1.39486
