Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
-2.067581e+08,-1.593183e+08,-25158.04,2.7948e+08,-4.705974e+07,-7.226681e+07,-2.968683e+08,-9.753008e+07,-1.218704e+08,-1.908103e+08,4.106482e+07,-1579483,8.754454e+07,7774120,6.533946e+07,-1.246867e+07,3.642432e+08,2.658211e+08,8.304804e+07
2.525338e+08,-1.341723e+08,1.912445e+08,1.465882e+08,1.135964e+08,-1.42234e+08,-1.067351e+08,-2.048401e+08,-1.335157e+08,-2.511281e+08,2.580118e+08,-1.595369e+08,1.967187e+08,-1.465661e+08,2.06316e+08,-1.043073e+08,2.123559e+08,-4.362379e+07,-1094222
1.062487e+08,-7.295062e+07,2.97675e+08,2.65413e+08,1.078009e+08,-3.033448e+07,-1.75688e+08,-1528972,7609569,7.217725e+07,-3.098976e+07,-7.340309e+07,-3.654336e+07,-1.380705e+08,-3.047364e+07,1.501321e+08,-4.667163e+07,-5.643877e+07,-8.011504e+07
1.932151e+08,3.018052e+07,3.527053e+07,1.355675e+08,-1.120043e+08,-1.286616e+08,-5.13129e+08,-1.485368e+08,-2.147582e+08,-2.695318e+08,3.023578e+08,-1.027956e+08,1.329668e+08,-3.525683e+07,2.79799e+08,-1.103567e+08,3.585422e+08,1.686499e+08,-1.027259e+08
5.198426e+08,1.943851e+08,3.764513e+08,3.163159e+08,1.384362e+08,-4.511949e+07,-4.271325e+08,-6293895,-1.724172e+08,-5817191,1.672149e+08,-1.513017e+08,6.176609e+07,-1.319964e+08,-2256271,-8.527025e+07,-1.933026e+08,-1.457783e+08,-1.683963e+08
-4.203947e+08,4.341949e+09,-3.267552e+08,4.388705e+09,-2.661339e+09,-3.882498e+08,-2.892771e+09,-3.735682e+08,-4.085091e+08,-3.834678e+08,-4.210866e+08,-3.634451e+08,-4.058651e+08,-3.674867e+08,-4.010584e+08,-3.644267e+08,-3.478313e+08,-3.190126e+08,-3.863749e+08
2.826999e+08,3.000813e+08,1.007052e+08,3.522237e+08,1.224872e+08,175292,-5.819512e+07,-1.336333e+08,-1.694315e+08,-3.383503e+08,2.445948e+07,-4494526,6.825631e+07,-1.571721e+07,1.612805e+07,-1.773889e+08,-1.88748e+07,-4.376076e+07,-1.266297e+08
1.1325e+08,2.273184e+08,1473892,2.474218e+08,1.241304e+08,-4839434,-8.188978e+07,-1.287438e+08,-2.268706e+08,-2.342063e+08,2.533998e+07,1.423113e+07,5.408828e+07,1.518969e+07,1.814738e+07,-1.637634e+08,7326705,-3.570489e+07,-3.790885e+07
1.362724e+08,3.098171e+08,-5.439753e+07,2.575179e+08,1.789698e+08,-7.107159e+07,-9784363,-1.185518e+08,-2.639911e+08,-1.247403e+08,-2.303144e+07,-2503524,3.312536e+07,-4.541629e+07,-7.765322e+07,-1.500803e+08,-1.276117e+07,-5.188603e+07,-1.940121e+07
9.089158e+07,2.879649e+08,4990467,2.778389e+08,1.973039e+08,-7.482844e+07,6320584,-8.19632e+07,-2.430391e+08,-9.295207e+07,-9.00886e+07,2743396,-1.89854e+07,-8.330678e+07,-1.486668e+08,-9.153445e+07,9049790,7116376,-1.984477e+07
1.931991e+08,2.632437e+08,-529540.5,1.902678e+08,1.926749e+08,-9.984296e+07,4.174248e+07,-1.142758e+08,-3.330982e+08,-2.206325e+08,-1.281736e+07,-8442282,4.196723e+07,-5.64593e+07,-7.158575e+07,-1.789229e+08,1.41136e+08,4.18371e+07,-7.862308e+07
2.827139e+08,2.894431e+08,1.114973e+08,2.291435e+08,1.851181e+08,-1.022518e+07,1.068506e+08,-1.103029e+08,-4.088434e+08,-2.155112e+08,-4.801866e+07,-4366783,-1030742,-4.957179e+07,-1.215958e+08,-1.521125e+08,6.760518e+07,-1.356693e+08,-1.033989e+08
1.690681e+08,2.870655e+08,7.002906e+07,2.258146e+08,7.59354e+07,1.992458e+07,2.906409e+07,-1.45639e+08,-6.001994e+08,-2.105735e+08,-1.477945e+07,2.898124e+07,-3.157922e+07,-4395431,-1.025935e+08,-1.837379e+08,1.21657e+08,-6.986889e+07,-1.221009e+08
2.259553e+08,2.881544e+08,7.751516e+07,1.545599e+08,8.795451e+07,1.887608e+07,3.64064e+07,-1.670659e+08,-7.656072e+08,-2.413424e+08,3.919537e+07,-1.870713e+07,-1741515,-3.185659e+07,-4.67867e+07,-1.957339e+08,9.458467e+07,-3.242043e+07,-1.478327e+08
2.40414e+08,3.431265e+08,1.292134e+08,2.383245e+08,6.939144e+07,2.686783e+07,-5240482,-9.820134e+07,-8.785073e+08,-1.59918e+08,-2.722784e+07,-4.022109e+07,-7.862396e+07,-4.238312e+07,-1.231266e+08,-1.463467e+08,663123.1,-1.956724e+07,-1.600742e+08
3.454864e+08,3.984788e+08,5.604618e+07,1.980276e+08,2.271359e+07,-2.654099e+07,-5.118806e+07,-1.829933e+08,-9.159927e+08,-2.733424e+08,3.525884e+07,-1.56257e+07,-9767058,2236256,-6.37561e+07,-1.736604e+08,1.406382e+08,-1.745674e+07,-1.508994e+08
4.969359e+08,4.497229e+08,1.267938e+08,2.18377e+08,9.183485e+07,-5.148177e+07,4.07167e+07,-2.248622e+08,-9.000027e+08,-2.294142e+08,-1.061388e+07,-2133620,-4.115149e+07,-4.489818e+07,-1.168424e+08,-1.556344e+08,5.391144e+07,-1.111353e+08,-1.378504e+08
3.291218e+08,4.411327e+08,9.196862e+07,1.812897e+08,6.260892e+07,-7.661152e+07,-7432408,-2.079031e+08,-8.710667e+08,-1.978271e+08,-1.882802e+07,4.12665e+07,-3.65903e+07,-6.124702e+07,-1.100714e+08,-1.368799e+08,7.033937e+07,-6.48204e+07,-1.008222e+08
3.15198e+08,3.657555e+08,5.481662e+07,5.171131e+07,1.010582e+08,-1.172587e+08,3.511739e+07,-2.251185e+08,-7.990435e+08,-1.823215e+08,1.607208e+07,-1.145183e+07,-1.995472e+07,-7.334397e+07,2434593,-1.442842e+08,7.922976e+07,-6.313457e+07,-7.39404e+07
1.761786e+08,3.105811e+08,3.940904e+07,1.429108e+08,1.514227e+07,-5.165929e+07,1.988129e+07,-1.067292e+08,-7.311517e+08,-6.857642e+07,-7.170264e+07,-3.389239e+07,-9.028558e+07,-6.028697e+07,-5.157539e+07,-4.132951e+07,6632033,-1.028942e+08,-1.007946e+07
7.528907e+07,2.216542e+08,-5.080509e+07,6.946279e+07,-7.452908e+07,3102456,-51476.24,-8.300499e+07,-6.702167e+08,-9.111201e+07,-3.150372e+07,-3.670826e+07,-7.612792e+07,7936217,8848103,-4.105225e+07,9.539229e+07,-5.230364e+07,-2.369821e+07
1.162939e+08,2.284741e+08,-2.639106e+07,1.437958e+08,-1.152819e+08,2.198882e+07,1.032055e+07,-7.16005e+07,-6.031234e+08,-4375568,-1.073502e+07,-2.7803e+07,-1.098884e+08,7835118,-7.277271e+07,-3.319322e+07,1.065423e+07,-8.452426e+07,-6.107914e+07
5.535199e+07,1.167496e+08,-1.364985e+07,1.184961e+08,-9.269502e+07,4.122289e+07,-4.408102e+07,-2.60992e+07,-5.730587e+08,4.923031e+07,-2.715036e+07,6110677,-5.25193e+07,1.653483e+07,-8.515755e+07,3.837144e+07,-2.097107e+07,-2.797667e+07,-5.397683e+07
8.166933e+07,1.01383e+08,-9176008,5.876645e+07,-2.62333e+07,-1.12532e+07,-5.912521e+07,-7.131863e+07,-5.015816e+08,-1.49568e+07,1.897717e+07,-1.683278e+07,2.73276e+07,2.539276e+07,-3.191657e+07,1.223708e+07,-2.099028e+07,-4.238591e+07,2.393073e+07
5.790401e+07,9.451792e+07,1.279982e+07,8.674496e+07,8.470201e+07,-2.289707e+07,-2.258019e+07,-4.798966e+07,-3.07343e+08,4.809141e+07,-5.47751e+07,1005564,3.228478e+07,-5.473315e+07,-6.687155e+07,1.598875e+07,-1.422337e+08,-5.160038e+07,1.249965e+08
-2.829466e+07,9.960479e+07,-9.604026e+07,-1.71158e+07,8.496737e+07,-9.438053e+07,-8.864568e+07,-3.127974e+07,-1.677914e+08,4.409907e+07,-2.378221e+07,-6.909149e+07,7.652169e+07,-9.988118e+07,4.66245e+07,-2.775607e+07,-9.546463e+07,7.270577e+07,1.966306e+08
-1.287507e+07,4.936319e+07,-1.258576e+08,-1.226917e+08,1.246447e+08,-1.087915e+08,-2.010253e+07,2.289224e+07,-7400242,8.835422e+07,-1.206529e+07,-1.514228e+08,8.219955e+07,-1.20523e+08,7.988292e+07,2.643916e+07,-1.154979e+08,1.416491e+07,2.300894e+08
-9.885977e+07,5.20369e+07,-6.320433e+07,-4.23153e+07,3.821513e+07,-7.397769e+07,-4.766734e+07,3.247004e+07,8.761026e+07,1.385125e+08,-7.379535e+07,-1.095493e+08,3.464117e+07,-9.024368e+07,-2.534348e+07,6.038387e+07,-7.801249e+07,2192573,2.25033e+08
-3.591287e+07,2.488913e+07,-1.045761e+08,-1.344097e+08,2.5914e+07,-8.544522e+07,2.511977e+07,-2.986994e+07,1.57123e+08,7.721569e+07,-1.695367e+07,-6.033393e+07,3429062,-2.954789e+07,3524716,1.781227e+07,4.297033e+07,-3.082113e+07,1.896395e+08
9053717,4.47901e+07,-3044783,-9188448,6.652572e+07,-5.702397e+07,1.014618e+08,-4.921889e+07,2.802628e+08,1.08603e+08,-1.040465e+08,-2.489516e+07,-6.127618e+07,-3.61844e+07,-3.769639e+07,1.707479e+07,-3.19708e+07,-9.090936e+07,9.740669e+07
-9.674337e+07,3.500996e+07,-4.194547e+07,-2.086798e+07,3.498597e+07,-5.443788e+07,1.930921e+07,-6.678814e+07,2.820729e+08,1.48796e+07,-5.631379e+07,1166912,8867579,-3.16112e+07,8615307,8806538,6.497325e+07,1.76616e+07,5.8672e+07
2113500,8.378527e+07,-7.501517e+07,-2.898643e+07,9.305877e+07,-5.347055e+07,8.167528e+07,-6.414702e+07,3.355937e+08,-3.439088e+07,-1.628509e+07,-2.197395e+07,5595063,-7.037903e+07,4.02416e+07,-5.934013e+07,3.464521e+07,3.822692e+07,-3620963
-2.569782e+07,1.625126e+08,-5.505961e+07,1.060421e+08,5.374197e+07,-2.418134e+07,1.581864e+07,-3.146465e+07,3.643616e+08,2.715751e+07,-9.850264e+07,-1.761501e+07,-6.616926e+07,-2.389279e+07,-4.702224e+07,-4.000231e+07,4345090,6.37148e+07,-6.829225e+07
6.166935e+07,1.002198e+08,-1.00282e+08,156149.1,-4.571525e+07,-1.959118e+07,2.309817e+07,-3.457987e+07,3.679352e+08,9203057,-5.535934e+07,-6466508,-3.402485e+07,-2.299493e+07,3.181128e+07,9288273,9.826857e+07,5755738,-3.822858e+07
1.890046e+08,1.236677e+08,-6.039756e+07,6.176323e+07,-1.065929e+08,5750989,7.149049e+07,5.550505e+07,4.190418e+08,9.437083e+07,-9.969476e+07,-2.123823e+07,-1.271892e+08,-2.466796e+07,-6.101254e+07,8.941842e+07,2.990067e+07,-1.7516e+08,2.514999e+07
2.498511e+08,9.05151e+07,-8.093399e+07,6.033866e+07,-2.090564e+08,5.032088e+07,1573893,1.028469e+08,3.47058e+08,3.630183e+07,-9.182434e+07,5.790025e+07,-2.172652e+08,9.626345e+07,-7.105247e+07,1.362159e+08,1.163042e+08,-2.178025e+08,5.182334e+07
3.350367e+08,1.402202e+08,-5.720319e+07,1.20571e+08,-2.786475e+08,6.574916e+07,3.314253e+07,2.989514e+07,2.761714e+08,-4171079,-3.239115e+07,1.019619e+08,-2.19301e+08,1.237923e+08,-8.261306e+07,3.910468e+07,1.034837e+08,-2.30061e+08,-2.964422e+07
1.802121e+08,5.642929e+07,-1.738276e+07,1.537563e+08,-2.141919e+08,1.038868e+08,5453592,4.876385e+07,3.366073e+08,9.34752e+07,-8.73775e+07,1.136922e+08,-2.120252e+08,7.671943e+07,-1.081823e+08,3.769275e+07,-1.656991e+07,-7.550327e+07,-4.591957e+07
-4.113758e+07,-1.70353e+07,-1.296376e+08,6.949262e+07,-1.324588e+08,4.206722e+07,-5.857095e+07,3.265474e+07,4.04299e+08,9.225371e+07,-8.736635e+07,8.539455e+07,-9.693001e+07,6.435611e+07,-4818334,4.096227e+07,-1.658972e+07,1.096953e+08,1.825424e+07
-2.044639e+08,-7.742747e+07,-1.927234e+08,4.395562e+07,3.239827e+07,3.539479e+07,1.49168e+07,1.202895e+08,5.090078e+08,2.242486e+08,-1.082367e+08,1.546285e+07,-2.509303e+07,1.018462e+07,-6.36923e+07,8.119449e+07,-1.371156e+08,8.409417e+07,4.976158e+07
-3.110178e+08,-2.678894e+07,-2.207832e+08,-1.107611e+07,8.297693e+07,-1.986295e+07,-5.856722e+07,1.387804e+08,5.460212e+08,2.570359e+08,-1.019821e+08,-5.239887e+07,2.0955e+07,-5713215,-8.526712e+07,9.694339e+07,-8.89447e+07,8.854684e+07,9.138602e+07
-1.143105e+08,1.033901e+07,-1.575198e+08,-1.558714e+08,2.14562e+08,-7.898873e+07,709038.9,3.887396e+07,5.289016e+08,8.627325e+07,7993879,-8.176226e+07,1.616607e+08,-7.183162e+07,-5001161,1.131531e+07,-3.485595e+07,3.906468e+07,9.996526e+07
-2.124799e+07,2324602,1.317102e+07,-9.845325e+07,2.895248e+08,-6.923564e+07,3.439605e+07,1.856762e+07,4.975681e+08,1.401388e+07,-4.271462e+07,-1.242344e+08,1.530502e+08,-7.583266e+07,-5.983827e+07,-2.816486e+07,-3.854178e+07,2.44924e+07,1.44709e+08
1781606,-9.199725e+07,-1.332247e+07,-1.748058e+08,2.881821e+08,-4.17844e+07,7.2406e+07,-1.419967e+07,4.691167e+08,-5.457738e+07,-4.074716e+07,-8.130632e+07,1.381867e+08,-3.769806e+07,-885481.6,-8.151552e+07,7.505437e+07,6.782258e+07,1.76129e+08
6.212866e+07,-8.300337e+07,5183203,-8.986333e+07,2.907033e+08,-5.074575e+07,1.157599e+08,-3.55087e+07,4.572748e+08,-7475713,-1.710491e+07,-6.378747e+07,1.035295e+08,-6.762501e+07,-4880153,-1.077458e+08,3.853637e+07,-1.564134e+07,1.066643e+08
-4.128136e+07,-3.185926e+07,2.737218e+07,-6823857,2.368557e+08,-2.858501e+07,3.400721e+07,1.34136e+07,4.657414e+08,1.504459e+07,-4.802411e+07,-6.148288e+07,7.208482e+07,-8.331649e+07,-6.924753e+07,-6.717251e+07,5.593178e+07,4.186188e+07,5.155285e+07
-3.052861e+07,-3.632494e+07,3.331474e+07,-1.034308e+08,2.078232e+08,-8.029034e+07,6.016306e+07,-3.089044e+07,4.526497e+08,-4.492918e+07,4.614196e+07,-9.111898e+07,1.295966e+08,-1.267375e+08,-6851564,-1.318339e+08,1.37573e+08,1.246157e+08,-1.649777e+07
-3.888377e+07,2.932132e+07,9.896697e+07,-2.069557e+07,1.981839e+08,-8.175422e+07,9.19397e+07,-3.116095e+07,4.845157e+08,-1.072304e+07,-2.917142e+07,-5.150385e+07,5.733713e+07,-1.0289e+08,-7.427747e+07,-7.514245e+07,6.135724e+07,4.09721e+07,-3.564712e+07
-7.758844e+07,1.597435e+07,3.218257e+07,4992421,1.153745e+08,-7.817853e+07,5.222447e+07,-5.525151e+07,4.694031e+08,-5.304144e+07,-1.105673e+07,1.521967e+07,1.466777e+07,-1.909159e+07,-1.758325e+07,-9.100309e+07,1.513918e+08,3.949096e+07,-7.601383e+07
1.123142e+08,6.645899e+07,-1.829193e+07,7.56052e+07,-2850897,-3.792408e+07,1.087086e+08,-8.60377e+07,4.712864e+08,-5.66086e+07,-1.918526e+07,6.837609e+07,-7.14644e+07,2.744729e+07,-3.641665e+07,-8.04619e+07,1.286754e+08,-5.667235e+07,-5.421579e+07
1.980317e+08,1.110104e+08,1.438896e+07,1.475955e+08,-1.257832e+08,6325242,8.156315e+07,-374578.6,4.598751e+08,-4.474363e+07,-9.290456e+07,8.157616e+07,-1.698297e+08,2.856547e+07,-8.146541e+07,-1.07833e+07,1.120242e+08,-9.378367e+07,-1.361155e+07
2.94005e+08,1.999732e+08,-1.449573e+07,4.643293e+07,-2.278316e+08,-3.675011e+07,2.992363e+07,-5.133107e+07,3.941018e+08,-8.69438e+07,-1.358098e+07,2.203763e+07,-1.771662e+08,1.55302e+07,5078750,-4.027986e+07,1.157715e+08,-5.970326e+07,2.523184e+07
2.308783e+08,1.827871e+08,4.560361e+07,-1.430315e+07,-2.05213e+08,-3.968553e+07,4.708809e+07,-3.254966e+07,3.665091e+08,4.714688e+07,-1.02734e+07,-3905339,-1.492906e+08,-5.168548e+07,-5.193217e+07,-3.973558e+07,-4526817,-6.381047e+07,4.578531e+07
4.616555e+07,1.524248e+08,-5.119416e+07,-1.198011e+07,-1.649101e+08,-6.634908e+07,-3.072639e+07,-7.931838e+07,3.833019e+08,7.564497e+07,8475891,-1.516732e+07,-7.794448e+07,-8.379104e+07,-3.970973e+07,-6796015,1.602374e+07,7.131687e+07,8.465035e+07
4.057602e+07,7.769474e+07,-6.092735e+07,-9.672211e+07,-843036.5,-7.897505e+07,2.033744e+07,-8.643189e+07,3.826816e+08,1.93566e+07,5.954759e+07,-4.552035e+07,5.068335e+07,-5.968338e+07,-2.966181e+07,-4.345449e+07,-2.707406e+07,8.853252e+07,1.138426e+08
-2.606322e+07,9.911824e+07,-3.118226e+07,1248289,7.809679e+07,-2.990996e+07,4490391,-7.783483e+07,3.568366e+08,1.33067e+07,-1.968822e+07,-5.9469e+07,4.106934e+07,-2.637487e+07,-7.914631e+07,-1.427592e+07,-2.582859e+07,6.338884e+07,6.760875e+07
-5.155524e+07,-1.994265e+07,-3.10157e+07,-1.515834e+08,2.069547e+08,5435006,1.953516e+07,-8.063564e+07,3.219163e+08,-6.778368e+07,3.539208e+07,-5.549978e+07,1.352382e+08,-1533955,1.139527e+07,-7.22485e+07,3.954296e+07,9.154295e+07,1.962203e+07
-8.433353e+07,-4.195587e+07,6.35225e+07,-1.008988e+08,2.751195e+08,2.715057e+07,4.556892e+07,1321843,2.878818e+08,-3.646739e+07,-4170208,-7.293679e+07,1.487559e+08,-4.002755e+07,-2003722,-7.607193e+07,-4.977634e+07,2.606603e+07,-2.779827e+07
-1.308263e+08,-7.768175e+07,1.004658e+08,-1.518732e+08,3.014053e+08,-2.988023e+07,-3.278629e+07,6.006564e+07,2.731801e+08,-4.148587e+07,1.884699e+07,-5.865075e+07,1.890328e+08,-5.393533e+07,2790814,-5.410165e+07,-3.084663e+07,8.77553e+07,-2.392556e+07
-2.004857e+07,-1.589559e+07,6.261666e+07,-1.994351e+08,2.840719e+08,-1.074255e+08,2997982,4.061974e+07,2.817036e+08,8163255,3.914836e+07,-1.111904e+08,1.817901e+08,-1.308993e+08,2.441194e+07,-6.116869e+07,-6059878,5.424137e+07,7824093
3.667193e+07,3.700459e+07,8.531965e+07,-1.225857e+08,2.514031e+08,-1.207778e+08,3.40121e+07,7973456,2.997574e+08,8.678937e+07,-6206139,-1.42904e+08,8.95765e+07,-1.744758e+08,-6.009524e+07,-3.837282e+07,-4.320792e+07,6.528719e+07,5.675295e+07
5.475772e+07,1.740011e+07,8.264279e+07,-2.070623e+08,1.981495e+08,-1.527817e+08,1.360994e+07,-1.764346e+07,2.420884e+08,4.418019e+07,4.03606e+07,-1.894295e+08,1.024182e+08,-1.411572e+08,9215967,-4.768308e+07,2.493969e+07,8.495325e+07,7.135848e+07
7.386945e+07,-1.279995e+07,1.094288e+08,-2.080142e+08,1.758109e+08,-1.041281e+08,8.377973e+07,2.189145e+07,2.267963e+08,5.297908e+07,1.041119e+07,-1.908153e+08,6.117133e+07,-1.202567e+08,-5.162557e+07,-1.361439e+07,1.980219e+07,3.03015e+07,9.491145e+07
-5674117,-3.254341e+07,8.604401e+07,-1.623037e+08,7.308575e+07,-7.819225e+07,4.361508e+07,3.934331e+07,2.259253e+08,4.349836e+07,-6760334,-1.138545e+08,2876855,-6.792518e+07,-2.916604e+07,-4815066,3.140139e+07,2.929972e+07,1.052095e+08
9.136027e+07,3.280012e+07,3.009323e+07,-1.264016e+08,5.605865e+07,-4.414842e+07,6.225013e+07,4588311,2.012479e+08,-5.269189e+07,3.418321e+07,-4.646109e+07,6662929,-3.710749e+07,-1.554215e+07,-9.435028e+07,6.336162e+07,939495,6.516643e+07
1.088473e+08,7.414112e+07,6.855795e+07,2901618,2.790985e+07,-6920595,6.557829e+07,-3.252669e+07,2.217977e+08,-4.281473e+07,-1.067476e+07,1.177654e+07,-3.596784e+07,-4.725272e+07,-6.337059e+07,-1.159939e+08,-1330703,-1.131037e+07,6.62192e+07
1.153844e+08,1.121851e+08,2.581069e+07,-6451327,-9.006339e+07,-4.519877e+07,2.944769e+07,-5.339326e+07,1.767453e+08,-9.068704e+07,2.814595e+07,2.173262e+07,-5.240765e+07,-7.993482e+07,-4.533793e+07,-1.217322e+08,1.024641e+08,9.369695e+07,7.002067e+07
2.101306e+08,1.53096e+08,9.318599e+07,-5.851706e+07,-9.208889e+07,-3.474616e+07,1.327865e+08,-5.462135e+07,1.371572e+08,-6.46163e+07,-7726727,-4.588018e+07,-1.021178e+08,-8.834137e+07,-6.528558e+07,-9.044121e+07,9.345761e+07,8565316,1.918959e+07
2.064488e+08,1.979913e+08,8.505749e+07,2922142,-1.879576e+08,-4.151328e+07,5.347367e+07,3.431231e+07,1.25189e+08,-2210982,-5.017892e+07,-3.869545e+07,-1.546277e+08,-1.939019e+07,-1.086501e+08,-9664040,9.03036e+07,-3.617205e+07,-2.479007e+07
2.053996e+08,7.474291e+07,2.703911e+07,-1.245008e+08,-8.854491e+07,1.754459e+07,9.202338e+07,3.222616e+07,7.128528e+07,-5.067347e+07,2.170775e+07,5349271,-7.307076e+07,3.830762e+07,-3.226409e+07,-3.163239e+07,4.596307e+07,-6.521822e+07,-2.758051e+07
8.934142e+07,1722784,4.434665e+07,-5.113477e+07,2.912873e+07,5.481678e+07,3.244637e+07,3.00082e+07,6.820999e+07,-2.770879e+07,5100970,1.314696e+07,1.38978e+07,7.492428e+07,-3230463,-1.374738e+07,-7.223331e+07,-9.611927e+07,-3.79882e+07
