Fp1,Fp2,F3,F4,C3,C4,P3,P4,O1,O2,F7,F8,T7,T8,P7,P8,Fz,Cz,Pz
2.059763e+08,1.352417e+08,5.189251e+07,-1.663011e+08,1.360201e+08,-5.430707e+07,-4.055452e+07,-6.910387e+07,-1.20724e+08,4.09857e+08,1.887636e+08,-5.673226e+07,-3.010284e+07,-6.61568e+07,-5.568229e+07,1.611709e+08,-2.651565e+08,-1.304563e+08,-4.98113e+07
1.272563e+08,1.987199e+08,2.608719e+07,-1.587104e+08,7.213439e+07,-1.058486e+08,-9.472765e+07,-3.995857e+07,-3340393,4.184317e+08,1.609542e+08,-2.743651e+07,-3205737,-6.371641e+07,-9725688,1.916087e+08,-2.980361e+08,-1.146785e+08,-1.225515e+07
1.001769e+08,6.796755e+07,-4028615,-1.856305e+08,1.030774e+08,-8.173789e+07,-7.926269e+07,-1.788084e+07,-6.865661e+07,3.375732e+08,1.15773e+08,-1.295789e+07,5.381201e+07,-7.821995e+07,5.302752e+07,2.149876e+08,-2.985121e+08,-9.039537e+07,-7752873
1.032305e+08,1.078538e+08,-3.868338e+07,-1.904436e+08,1.041903e+08,-3.645853e+07,-7.943364e+07,-3.251354e+07,-9934844,3.214092e+08,8.54443e+07,2.190357e+07,1.098164e+07,7290201,1.907349e+07,2.691939e+08,-3.869109e+08,-6.380305e+07,-5.926749e+07
1.950963e+08,9.134211e+07,-1.210217e+08,-2.099234e+08,1.467969e+07,-4.500517e+07,-8.063014e+07,1.601991e+07,-8.438156e+07,2.177306e+08,1.866243e+07,7.663944e+07,2.126128e+07,1.782108e+07,8.327522e+07,3.066962e+08,-4.602639e+08,-5.882229e+07,-4.655424e+07
7.31299e+07,-4.474836e+07,-1.48725e+08,-2.06675e+08,-3.517556e+07,-8.253439e+07,-3.667606e+07,2.345541e+07,-6.651627e+07,3.534406e+08,8070470,7.986384e+07,6.902274e+07,3.529488e+07,1.166133e+08,2.585544e+08,-3.682473e+08,-1.370619e+08,-3.140062e+07
-3.417113e+08,-6807904,-1.50895e+08,-7.967845e+07,-1.27978e+08,-1.077612e+08,-2.96901e+07,2.148205e+07,1.072487e+08,5.626087e+08,-8491268,1.33051e+08,1.855148e+07,5.774864e+07,5.112714e+07,3.172071e+08,-2.226784e+08,-1.270526e+08,-3.679311e+07
-5.160917e+08,1.424213e+08,-1.245949e+08,-4.446335e+07,-1.067299e+08,-1.046857e+08,4507329,7.456451e+07,-7659415,5.828778e+08,-9.168988e+07,9.082083e+07,1.269471e+07,2.785822e+07,8865548,3.889359e+08,-1.074686e+08,-7.617071e+07,5.519154e+07
-5.767014e+08,2.898661e+08,-1.276207e+08,-4.363959e+07,-4.656101e+07,-5.848203e+07,-1.577862e+07,1.313093e+08,3.421788e+07,6.303282e+08,-8.467617e+07,1.034774e+08,-4.493522e+07,1.571672e+07,-3.439926e+07,3.928242e+08,-1.009532e+08,-3.704768e+07,4.71282e+07
-4.706294e+08,2.888255e+08,-8.761288e+07,-9778994,-2.600925e+07,-7768651,-7.469189e+07,1.54214e+08,-4.267722e+07,5.572939e+08,-3.561617e+07,7.111321e+07,-7.484326e+07,9985118,-8.76001e+07,3.699943e+08,-9.452903e+07,2.581143e+07,-2.424787e+07
-2.607004e+08,2.431279e+08,-9888869,-2.914835e+07,5.983789e+07,4.350381e+07,-9.994719e+07,5.112376e+07,-1.266458e+08,5.029038e+08,-7015136,3.474271e+07,-8.742237e+07,-4.302646e+07,-1.138447e+08,3.289895e+08,-8.842208e+07,3.578771e+07,-9.217346e+07
-2.139804e+08,2.189375e+08,-2.076213e+07,-2.405093e+07,5.163088e+07,1.889588e+07,-9.993918e+07,-8524208,1.050681e+07,5.35417e+08,1.662281e+07,-1.010616e+07,-1.243818e+08,-5.189535e+07,-1.269027e+08,2.8021e+08,-9.796453e+07,8.580488e+07,-7.773304e+07
-1.530047e+08,1.249797e+08,-3.138343e+07,-6.573982e+07,8.575416e+07,4.539122e+07,1.304885e+07,4.387712e+07,-4.867026e+07,4.102266e+08,-8.731657e+07,-8.516157e+07,-7.164878e+07,-1.467677e+08,-3.979771e+07,2.160653e+08,-1.464834e+08,9.357069e+07,2.730721e+07
-2.176528e+08,8.491036e+07,-1.103363e+08,-1.076434e+08,8.41005e+07,6.218481e+07,1.076924e+08,6.999961e+07,7.270471e+07,3.92907e+08,-1.047873e+08,-6.548119e+07,-3.882137e+07,-1.154701e+08,7087873,1.859952e+08,-2.066642e+08,5.42741e+07,3.904857e+07
-2.434712e+08,1.747666e+08,-1.205098e+08,-4.965222e+07,-1.570232e+07,7.849437e+07,1.978033e+07,8.732767e+07,8539883,4.565878e+08,-8.588703e+07,-1758840,-7.971356e+07,-6.849753e+07,-5.329393e+07,2.209354e+08,-2.12973e+08,9.000159e+07,-1.71618e+07
-1.621388e+08,2.255803e+08,-7.27716e+07,-1.856657e+07,-1.664949e+07,6.697866e+07,-2754205,7790761,-1.129525e+08,4.13171e+08,-7.763436e+07,3.72512e+07,-5.157943e+07,3466277,-8.426374e+07,2.609667e+08,-2.181635e+08,-73694.94,-4.97925e+07
-1.317358e+08,1.984458e+08,-5.639326e+07,-3.65046e+07,-4.262031e+07,-9406369,-6020041,-3.893202e+07,7613043,4.228098e+08,-9450144,6.017118e+07,-5.884385e+07,1.202389e+07,-5.537574e+07,2.737423e+08,-1.882953e+08,-1.180306e+08,-4.313344e+07
-5.362054e+07,1.80528e+08,-4.053077e+07,-5.093419e+07,-8.101019e+07,-9.841738e+07,-3888700,-3.016304e+07,-3.174874e+07,3.788153e+08,-1.114526e+07,-6905504,-1183951,-2.843388e+07,-1.137314e+07,2.59559e+08,-1.735482e+08,-1.213798e+08,5922236
2.583802e+07,1.967635e+08,3.970475e+07,-6.466104e+07,-5.850414e+07,-1.241689e+08,-6308488,-3.348524e+07,-1.745007e+07,3.768538e+08,5.435396e+07,-5.8199e+07,-1.542237e+07,-7.139786e+07,-3.869386e+07,1.91771e+08,-1.446121e+08,-1.386115e+08,-1.430291e+07
6.428826e+07,2.128163e+08,7.844332e+07,-4.451121e+07,-1.0441e+08,-1.508565e+08,-9.599387e+07,-8.015003e+07,4.588417e+07,3.921685e+08,1.236672e+08,-6.574973e+07,7264190,-9.743141e+07,-3.858422e+07,1.961268e+08,-1.421914e+08,-1.468661e+08,-2.763475e+07
1.056158e+08,8.17348e+07,1.081724e+08,-9.583325e+07,-7.091155e+07,-1.536962e+08,-6.370702e+07,-5.706639e+07,-3.47314e+07,3.079149e+08,9.634092e+07,-1.268827e+08,1.077506e+08,-1.582331e+08,3.650834e+07,1.311632e+08,-1.147581e+08,-1.286356e+08,-2.63228e+07
2.707235e+07,9.970511e+07,9.761494e+07,-6.298831e+07,-2.088453e+07,-1.676998e+08,-5.916643e+07,-5.501647e+07,6.764506e+07,3.648401e+08,1.608049e+08,-1.112266e+08,1.283259e+08,-1.594762e+08,-1.224087e+07,1.042971e+08,-9.385689e+07,-1.562444e+08,-6.369859e+07
5.618176e+07,1.544176e+08,1.061647e+08,-7.420829e+07,-5.15765e+07,-2.031889e+08,-7.76602e+07,-6.637885e+07,-4.066868e+07,3.398707e+08,1.371958e+08,-7.330871e+07,1.159997e+08,-1.321979e+08,3.087928e+07,1.515615e+08,-8.40787e+07,-1.983666e+08,-5417638
5.601783e+07,1.434181e+08,7.603915e+07,-1.213894e+08,-2.429436e+07,-2.400863e+08,-1.997279e+07,-6.555228e+07,-3956205,2.615006e+08,1.464203e+08,-1.937552e+07,1.078509e+08,-1.008506e+08,4.668877e+07,1.625243e+08,-9.13699e+07,-2.256138e+08,-8719111
-6.655144e+07,2.335188e+08,3.721533e+07,-1.221392e+08,-2.358448e+07,-2.085421e+08,-3.996227e+07,-7.606572e+07,8.222125e+07,2.656982e+08,8.821561e+07,4.691775e+07,8.547091e+07,-2.65454e+07,4.109804e+07,1.914294e+08,-7.550452e+07,-1.802557e+08,-509871.6
-4.300875e+07,3.198849e+08,-6828659,-1.092097e+08,2.225999e+07,-1.23057e+08,-4.954273e+07,-1.282129e+08,2053587,2.017499e+08,4.856957e+07,6.095675e+07,1.158766e+08,-4487114,4.173449e+07,1.776476e+08,-9.149903e+07,-9.086706e+07,-1.742875e+07
-1.01819e+08,2.943822e+08,-3.326719e+07,-1.114465e+08,7.534507e+07,-9.430678e+07,592884.1,-1.290435e+08,1.229896e+08,2.118112e+08,-2.432336e+07,3.351473e+07,9.989214e+07,1.992553e+07,3.409334e+07,2.09065e+08,-9.506349e+07,-1.169075e+08,3.088443e+07
-8.79416e+07,1.418335e+08,-8.853152e+07,-1.225133e+08,1.018363e+07,-9.763987e+07,2.90572e+07,-3.71234e+07,5.13743e+07,2.071155e+08,-9.886254e+07,2.431849e+07,8.366303e+07,3.651604e+07,-857695,2.511123e+08,-1.543501e+08,-8.036262e+07,7.580528e+07
3.989048e+07,4.919196e+07,-1.034338e+08,-1.15821e+08,-2.877661e+07,-1.025269e+08,7.489844e+07,6139029,-2.800568e+07,1.932182e+08,-8.380094e+07,-1.034141e+07,4.185808e+07,2.171566e+07,-2.360928e+07,2.443726e+08,-2.194619e+08,-8.174461e+07,1.430375e+07
5.531447e+07,-1.432422e+07,-1.028321e+08,-1.186648e+08,-1.12428e+08,-6.34057e+07,6.165631e+07,-8570335,4.106447e+07,1.891957e+08,-9173552,-8238938,3.570485e+07,-1.31777e+07,-4.039407e+07,2.08536e+08,-2.131635e+08,-9.057995e+07,1.007828e+07
4.720847e+07,8331653,-1.194656e+08,-1.466009e+08,-1.065707e+08,-6.663966e+07,1.140845e+08,-3.542098e+07,-4.432955e+07,1.203217e+08,-5586407,1.806616e+07,1.180917e+08,-4.292958e+07,2213384,1.725027e+08,-2.533637e+08,-7.928941e+07,4.200835e+07
2.48208e+07,3.016661e+08,-1.550076e+08,-1.000069e+08,-7.24731e+07,-4.136935e+07,1.034911e+08,4247175,-2829379,1.594638e+08,3.30605e+07,1.511398e+07,4.534373e+07,-7.450446e+07,-5.18829e+07,1.904847e+08,-2.612137e+08,-1.804284e+07,380174.7
9.806042e+07,3.825969e+08,-1.565677e+08,-5.739231e+07,-1.300035e+08,2.479313e+07,7653363,7.379444e+07,-5.484974e+07,1.858834e+08,-3.526801e+07,2.380337e+07,-3.712203e+07,-7.459302e+07,-1.240055e+08,1.772443e+08,-2.422394e+08,4.885988e+07,-322651.7
1.639282e+08,2.308119e+08,-1.064365e+08,-4.317739e+07,-1.145702e+08,6.096685e+07,-1.969142e+07,7.137687e+07,-1.128831e+08,2.002397e+08,-2.086927e+07,2.352047e+07,-7.687639e+07,-8.925327e+07,-1.422199e+08,9.549714e+07,-2.165099e+08,5.246224e+07,-1.107782e+07
8.126217e+07,2.918734e+08,-1.547346e+08,5.094169e+07,-7.736268e+07,7.181936e+07,-8.206098e+07,1.16246e+08,2.050671e+07,3.151689e+08,2.040276e+07,3.567525e+07,-1.385882e+08,-4.521342e+07,-1.395318e+08,7.0189e+07,-2.270297e+08,6.221537e+07,-5.950688e+07
1.221841e+08,2.925022e+08,-1.440097e+08,3.118137e+07,-6.773442e+07,7.067936e+07,-1.021288e+08,1.048009e+08,-6.308715e+07,2.289243e+08,2.458647e+07,5.491204e+07,-8.487815e+07,-4.304844e+07,-1.287168e+08,9.685263e+07,-2.261354e+08,4.190964e+07,-2.850645e+07
1.88681e+08,1.890716e+08,-1.237104e+08,-3.980533e+07,-220463.4,2.352026e+07,-5.375944e+07,7.311937e+07,-1.231881e+07,1.65903e+08,7.016961e+07,4.422677e+07,-8.061996e+07,-4.271693e+07,-1.05364e+08,7.706566e+07,-2.148817e+08,-1.321548e+07,5515577
2.326776e+08,6.840469e+07,-9.943723e+07,-8.484807e+07,4.252737e+07,-5.794992e+07,-2.832726e+07,5.67309e+07,4.062055e+07,1.677301e+08,7.197511e+07,5176171,-9.867575e+07,-1.351093e+08,-1.090873e+08,7.965155e+07,-1.648276e+08,-1.514686e+07,9.492044e+07
2.779377e+08,1.265594e+07,-8.731331e+07,-1.269024e+08,7.549307e+07,-1.281395e+08,4.982747e+07,639213.9,5.798838e+07,1.58049e+08,6.623425e+07,-4.217752e+07,-7.1209e+07,-1.87437e+08,-1.034057e+08,1.09253e+08,-1.632109e+08,-4.291261e+07,1.10515e+08
1.837118e+08,-5.286946e+07,-9.207793e+07,-7.600258e+07,3.516239e+07,-1.521917e+08,3.498283e+07,-1117077,1.968079e+08,1.904946e+08,5.598163e+07,-4.793318e+07,-8.491875e+07,-1.329755e+08,-1.18012e+08,1.637887e+08,-1.499942e+08,-8.077877e+07,1.07629e+08
1.83894e+08,-4.916116e+07,-8.702362e+07,-1.041533e+08,5.490977e+07,-1.171455e+08,2.343045e+07,2.532719e+07,8.108125e+07,1.509574e+08,1.807315e+07,-6.22645e+07,-5.721712e+07,-1.219322e+08,-6.632269e+07,1.67968e+08,-8.538369e+07,-7.445081e+07,1.202527e+08
1.920603e+08,3.163023e+07,-7.313683e+07,-1.267709e+08,8.424458e+07,-8.073255e+07,2.323664e+07,4.851894e+07,3.117859e+07,1.251638e+08,5.689766e+07,-8.418179e+07,-1.328195e+07,-1.322084e+08,-7.54085e+07,1.300789e+08,-7.507224e+07,-5.841689e+07,9.803214e+07
1.415418e+08,5.619074e+07,-2.892494e+07,-1.630241e+08,8.730766e+07,-7.989875e+07,2.718272e+07,6.264278e+07,1.604344e+08,8.683026e+07,4.402193e+07,-7.274986e+07,-2.418533e+07,-1.072103e+08,-3.149901e+07,1.130306e+08,-1.059904e+08,-8.618407e+07,1.121717e+08
1.233577e+08,-6.159819e+07,-5.351026e+07,-2.066024e+08,5.726825e+07,-5.72e+07,9.835239e+07,4.078452e+07,1.757112e+08,-2.189469e+07,-1.849764e+07,-1.014681e+08,-2.388099e+07,-5.711213e+07,4.908226e+07,1.970974e+08,-1.672435e+08,-1.059251e+08,1.984107e+08
5.01081e+07,-5.320226e+07,-1.3443e+08,-2.480445e+08,8059741,-6.359969e+07,1.536282e+08,5.149203e+07,3.223309e+08,-2.326208e+07,-4174151,-8.086632e+07,-1.942805e+07,-5.810391e+07,9.747386e+07,2.070733e+08,-2.02896e+08,-9.121534e+07,1.8705e+08
4.319326e+07,2.423059e+07,-1.297521e+08,-2.410443e+08,-3.055248e+07,-4.442807e+07,1.286484e+08,5.417494e+07,2.407097e+08,-8277584,1.070683e+07,-1.018461e+08,1.927854e+07,-8.680745e+07,1.175268e+08,1.624693e+08,-2.123015e+08,-1.676882e+07,1.726935e+08
3.740848e+07,-3.160449e+07,-8.428738e+07,-2.27037e+08,3.395267e+07,1.140736e+07,7.297502e+07,4.302317e+07,1.18241e+08,2352262,2.971328e+07,-1.253935e+08,6.007129e+07,-6.283198e+07,7.247449e+07,1.631925e+08,-2.385757e+08,5.479114e+07,1.294112e+08
5.576444e+07,-1.191115e+08,-1.675717e+08,-1.923508e+08,3.261503e+07,2.442357e+07,1.697488e+07,8.0428e+07,9.38956e+07,8.232178e+07,2.006031e+07,-9.658191e+07,3.238676e+07,-2.257621e+07,-1.162359e+07,1.612841e+08,-2.06713e+08,1.059796e+08,1.166426e+08
2.261677e+08,-1.078156e+08,-3.784628e+08,-1.513333e+08,8.50725e+07,5.038902e+07,5.038991e+07,8.271016e+07,3.342944e+07,2.291845e+07,5.142332e+07,-5.277357e+07,6.353743e+07,-6805359,-1.146774e+07,1.353113e+08,-1.728401e+08,3.509574e+07,1.397361e+08
4.562178e+08,-2.027791e+07,-8.86338e+08,-1.443961e+08,1.842279e+08,1.908102e+07,1.790896e+08,5.952659e+07,2.097541e+08,2.029518e+07,1.518422e+08,-2396592,1.050479e+08,-1.581458e+07,7.610057e+07,1.02117e+08,-1.65124e+08,-3.762217e+07,1.831926e+08
6.883183e+08,-2.240091e+08,-1.231346e+09,-1.360548e+08,1.533848e+08,-3.931717e+07,2.132275e+08,5.471543e+07,1.861953e+08,1.199952e+07,1.130657e+08,8077008,1.467939e+08,-1.757341e+07,9.879346e+07,1.226477e+08,-1.572508e+08,7386855,2.37158e+08
6.403412e+08,-3.851281e+08,-1.134706e+09,-1.651824e+08,1.149983e+08,-2.13202e+07,2.146005e+08,5.39068e+07,1.49182e+08,-1.245785e+07,-1653856,3.597826e+07,7.667645e+07,-4766213,1.222717e+08,1.108708e+08,-1.777182e+08,7.78037e+07,2.364528e+08
4.199469e+08,-2.958085e+08,-1.0521e+09,-1.160981e+08,1.177923e+08,5.252108e+07,1.854366e+08,2.926708e+07,1.937717e+08,3.179147e+07,-4.883298e+07,3.035649e+07,8.594804e+07,2.446893e+07,1.209204e+08,9.841499e+07,-1.637563e+08,1.620134e+08,2.027014e+08
3.788742e+08,-1.856075e+08,-9.556987e+08,-1.307347e+08,1.582867e+08,8.493805e+07,1.939237e+08,-2.941587e+07,1.400046e+08,-7256826,-2.509654e+07,2.294059e+07,1.550811e+08,-955433.9,1.494688e+08,3.225091e+07,-1.393142e+08,1.412071e+08,2.199327e+08
3.198049e+08,-9.505262e+07,-8.427433e+08,-1.089978e+08,1.962744e+08,9.030262e+07,1.497359e+08,-4.752936e+07,1.146446e+08,2.468465e+07,4.427425e+07,7.46483e+07,1.388709e+08,2.309931e+07,1.136123e+08,-8808530,-9.6819e+07,1.175448e+08,1.029088e+08
3.525896e+08,1.825774e+07,-7.491387e+08,-3.291712e+07,1.250895e+08,8.519136e+07,9710225,-5.166755e+07,-7964700,9.735454e+07,2.851551e+07,1.167155e+08,6.560074e+07,8.919557e+07,1.868526e+07,4.897859e+07,-1.029397e+08,1.427909e+08,2.812619e+07
4.289453e+08,1.293626e+08,-6.389845e+08,-6481432,8.182215e+07,8.375612e+07,-4.710312e+07,-5.198431e+07,-9.293395e+07,4.860259e+07,6973846,1.254558e+08,1.026786e+07,1.253473e+08,-2.078965e+07,8.736474e+07,-1.195722e+08,1.213406e+08,-2.128459e+07
3.748474e+08,1.869289e+08,-6.701521e+08,-1.597089e+07,1.117742e+08,1.108277e+08,-3.673255e+07,8749489,-1.828548e+07,8.106187e+07,1.141842e+07,1.073813e+08,-1.848188e+07,9.797991e+07,-1.645642e+07,1.035487e+08,-1.086302e+08,1.06742e+08,3.091396e+07
3.028278e+08,1.314933e+07,-6.230689e+08,-7.45309e+07,1.103595e+08,9.755183e+07,7.602169e+07,1.912708e+07,-4.292811e+07,1.030487e+07,-4.783332e+07,4.434253e+07,4.956568e+07,5.916138e+07,4.010045e+07,8.776504e+07,-1.236739e+08,1.06154e+08,9.996748e+07
1.281843e+08,-1.735529e+08,-5.955762e+08,-8.521339e+07,1.155372e+08,1.125639e+08,1.341495e+08,5.548302e+07,3.502764e+07,-7017884,-6.964269e+07,2.687573e+07,7.821966e+07,1.231114e+08,1.929804e+07,1.312002e+08,-1.248219e+08,8.510277e+07,1.04137e+08
1.022037e+08,-1.857718e+08,-5.025551e+08,-9.31971e+07,8.316032e+07,8.293301e+07,8.862207e+07,4.568944e+07,4.854262e+07,8014893,-8.151073e+07,6.556692e+07,1.341638e+07,1.823536e+08,2130746,1.776865e+08,-9.396116e+07,4.858687e+07,5.753662e+07
2.457537e+08,-1.442081e+08,-3.78471e+08,-7.5039e+07,3.648855e+07,5.925757e+07,9611571,8004392,-1.08703e+07,-8216543,-3.113736e+07,7.917487e+07,-2553415,1.180638e+08,-3.461196e+07,1.17608e+08,-8.526216e+07,2683277,4.478822e+07
2.022371e+08,-1.08111e+08,-3.003544e+08,-2.532707e+07,1.57032e+07,5.112076e+07,-2.145702e+07,-2.054703e+07,6.693147e+07,8.312104e+07,-1.185701e+07,7.446904e+07,-6.006656e+07,1.006419e+08,-9.401112e+07,1.057523e+08,-2.570483e+07,-2.212049e+07,-4874953
1.86594e+08,-1.630944e+08,-1.976086e+08,-5035245,1.554806e+07,1.800763e+07,-1.267131e+07,1.357457e+07,1.692676e+07,7.60839e+07,-5.544595e+07,3.925722e+07,-1.041106e+08,1.56549e+07,-7.718927e+07,8.130497e+07,1.713071e+07,-1.78226e+07,3.681021e+07
9.460749e+07,-2.571272e+08,-1.024763e+08,4330089,1.865123e+07,1.232409e+07,6.307664e+07,3.452728e+07,5.690712e+07,7.148819e+07,-7.560529e+07,-2.71011e+07,-7.247169e+07,-1.825256e+08,-2.605113e+07,6802065,8.04747e+07,-3.082518e+07,8.581985e+07
-2.602063e+07,-2.705571e+08,-9.618977e+07,5012589,2.285742e+07,-7125587,7.699539e+07,9.476447e+07,1.303826e+08,1.481547e+08,-3.532277e+07,-3.971347e+07,-1.54827e+07,-3.689934e+08,-2.200265e+07,-4668271,1.11687e+08,-2.195541e+07,8.146789e+07
2.444483e+07,-1.487645e+08,-7760658,8.963749e+07,-1.165463e+07,-4.846993e+07,2.800526e+07,8.838711e+07,1611349,2.228412e+08,1040937,-1.668993e+07,1.307997e+07,-4.48952e+08,-9.770453e+07,-4.674439e+07,1.17559e+07,9872588,-4.848491e+07
6.845352e+07,1.070768e+08,3.653963e+07,1.947794e+08,-7.558671e+07,-7.023552e+07,-7.621062e+07,4.370947e+07,-7711832,2.876322e+08,8.766732e+07,-1.187342e+07,-5.979535e+07,-4.304868e+08,-1.617035e+08,-2.15831e+07,-3.668784e+07,4.141996e+07,-9.504448e+07
1.075891e+08,2.148349e+08,8.647113e+07,1.945695e+08,-1.458275e+08,-5.951233e+07,-9.51373e+07,3.851276e+07,-2.488872e+07,2.772234e+08,7.815527e+07,-4.686772e+07,-6.624588e+07,-4.366861e+08,-1.882319e+08,-1810994,-5.577103e+07,2.967055e+07,-6.30614e+07
5.993968e+07,2.940614e+08,1.340848e+08,1.671348e+08,-1.203658e+08,-2.072461e+07,-1.086627e+07,4.926519e+07,-4706485,2.322504e+08,7.088025e+07,-1.163264e+08,-5.316748e+07,-4.908953e+08,-1.515769e+08,2.636423e+07,-6.543752e+07,-9252089,-4.559083e+07
-3.337697e+07,3.375265e+08,1.374394e+08,1.596559e+08,-1.336436e+08,-4.042679e+07,-355733.1,1.581641e+07,2.758309e+07,2.99943e+08,5.884309e+07,-1.306147e+08,-9.811416e+07,-4.25917e+08,-1.025385e+08,5.354144e+07,-1.934401e+07,6281761,-4.445875e+07
-8.4514e+07,2.579989e+08,1.459828e+08,1.771143e+08,-1.671522e+08,1.889194e+07,-1.891498e+07,1.41422e+07,-3.208172e+07,3.384555e+08,3.188781e+07,-1.176015e+08,-1.577276e+08,-3.625641e+08,-1.245568e+08,1.075136e+08,-6.189094e+07,7.440698e+07,-1.112308e+08
